stage,eye,mesenchyme,neural,olfactory,paraxial_mesoderm,spinal_cord,vasculature
  7-9,0,0,21.1,0,5.59,0,0
 10-12,0,0,3.46,0,0,0,0
 14-21,0,0,0.92,0,0,0.97,0
 24-34,0,0,1.19,0,0,1.6,4.13
 36-46,1.55,0,0.66,0,0,0,0
 48-58,3.97,0.44,1.09,0.43,0,0,0
 60-70,0.88,0,0,0,0,0,0
 84-94,1.45,0,0,0,0,0,0
108-118,0,0,1.28,0,0,0,0
