stage,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
 14-21,2.29,0.82,11.03,265.51,93.1,0,169.41,0,1.16,0,24.94,10.04,1.95,6.12,0,5.62,0,0,0,3.99,144.36,0.86,0,121.25,1424.96,50.4,4.81,24.41,36.01,0,11.78,3.82,208.83,3.51,19.64,237.14,408.01,0,0,16.36,0,0
 24-34,1.67,4.3,4.97,89.73,8.73,0,206.16,0.91,11.96,0.74,41.04,3.38,0,8.24,2.45,4.9,13.74,5.04,8.41,5.76,220.12,1.83,0,108.01,2032.1,19.49,22.32,18.81,0,1.61,32.18,0,1.91,10.95,4.34,29.76,454.68,0,0,107.26,0,2.69
 36-46,0,0,0,66.69,5.82,0,531.48,4.96,23.12,9.29,97.07,1.94,0,14.34,2.48,4.54,3.01,4.66,2.3,1.5,278.89,0.63,7.51,100.03,2958.95,14.3,16.78,56.28,0,0,100.43,0,0,3.22,8.65,3.23,536.42,0,0,81.85,0,6.3
 48-58,0,0.84,0.4,65.38,2.21,0,774.89,4.85,18.36,8.75,161.86,12.22,1.76,8.71,10.87,2.81,1.56,4.69,5.55,3.04,273.32,2.41,16.1,43.39,1976.24,17.66,17.99,13.92,0,0,36.92,0,0,2.71,5.61,0,350.01,0,1.25,52.69,0,12.15
 60-70,0,0,0,36.63,2.78,0,1832.76,2.65,16.11,22.82,189.96,7.7,4.72,7.34,21.67,0.71,1.86,1.59,8.87,0.7,361.19,0,11.88,50.24,2227.21,8.23,9.28,16.29,0,2.52,30.49,0,0,5.04,2.77,0,312.17,0,4.15,45.36,0.81,5.48
 72-82,0,3.59,0,38.94,19,0,985.55,0,12.38,18.15,155.68,12.95,1.11,10.65,14.07,4.38,5.46,4.82,17.84,0,320.81,4.28,10.44,22.92,1217.25,3.19,9.66,20.3,0,9.01,30.95,0,0,0.57,0,0,196.32,5.1,10.19,82.79,3.31,37.24
 84-94,0,1.15,0,58.29,27.83,0,597.99,2.08,6.26,9.63,136.32,19.55,0.77,5.43,35.83,8.61,6.26,7.09,2.78,0,251.35,0.56,22.77,37.93,907.86,6.27,9.6,33.8,0,0.57,52.22,0,0,6.49,1.94,0,129.48,4.64,4.3,110.05,7.96,18.06
 96-106,0,3.84,0,58.51,26.67,3.95,444.47,2.73,9.8,11.13,146.67,10.31,0,9.64,31.93,11.43,1.72,7.18,15.09,0.69,290.7,1.49,10.65,25.4,654.93,3.83,17.65,20.22,1.2,7.62,58.54,0,0,6.44,1.46,0,109,1.82,18.18,84.06,0,7.78
108-118,0,1.52,1.23,69.77,35.82,14.58,411.4,4.72,15.1,6.55,124.79,14.34,0,2.81,29.14,6.62,4.81,5.43,7.25,5.02,264.59,4.89,9.74,37.76,832.15,7.49,22.79,24.48,0,6.16,39.45,0,0,4.82,1.47,0,61.55,11.35,3.88,88.08,2.47,14.5
120,0,0,0,153.53,50.91,0,517.55,6.71,32.65,3.09,218.83,12.79,0,8.67,50.76,3.99,11.81,1.77,30.38,1.51,277.94,5.62,32.72,27.07,1408.64,20.3,2.97,28.97,0,21.04,58.49,1.53,0,1.62,9.7,0,78.78,3.76,5.94,183.29,9.94,0
