stage,axial,blastomeres,eye,glial,mesenchyme,neural,otic,paraxial_mesoderm,periderm,spinal_cord
  3-4,0,36.89,0,0,0,0,0,0,0,0
  5-6,6.23,0,0,0,0,0,0,0,0,0
  7-9,0,0,0,0,0,0,0,4.87,0,0
 10-12,0,0,6.72,0,0,19.91,0,0,0,0
 14-21,0,0,0,0,0,0.84,0,0,0,0
 24-34,0,0,0.91,0,0,9.35,0,0,0,0
 36-46,0,0,0.75,0,0,7.36,0,0,1.44,2.79
 48-58,0,0,1.04,0.74,0,0.37,0,0,0,0
 60-70,0,0,4.37,2.86,0,0,1.82,0,0,0
 72-82,0,0,0,0,0.61,0,0,0,0,0
 96-106,0,0,0,0,0,8.99,0,0,0,0
108-118,0,0,0,0,0,1.11,0,0,0,0
