stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,362.52,8710.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,472.38,0,0,0,0,0,0,0,0,0,0,0
  5-6,715.12,10354.55,0,20.94,0,0,0,0,0,0,0,0,27.82,0,0,0,0,0,0,0,0,0,0,0,352.86,18.35,0,0,68.83,0,159.13,0,0,0,0,0,0,0,0,0,0,0
  7-9,300.91,283.57,0,507.9,0,0,812.89,0,0,0,0,0,208.32,0,0,0,0,0,0,0,0,0,0,0,10497.04,360.83,0,0,3082.03,0,4.29,24.11,0,12.83,0,0,0,0,0,0,0,0
 10-12,0,263.62,0,412.27,0,66.42,550.18,0,0,0,0,0,36.36,0,0,0,0,0,0,0,0,0,0,0,6516.81,330.95,0,0,2105.34,0,3.1,5.47,7.75,388.05,0,0,0,0,0,0,0,0
 14-21,0,1.4,1.91,8.33,195.81,115.52,104.94,0,0.91,0,20.64,36.78,0,10.8,0,5.14,0,0,0,1.99,115.15,0.9,0,91.65,1823.05,91.97,14.11,53.01,180.33,0,9.68,2.44,407.02,6.96,18.39,301.9,751.92,0,0,3.87,0,0
 24-34,0,0,0.8,5.01,61.35,2.69,193.19,0,2.8,4.81,36.6,3.92,0,12.23,0.6,3.7,0,3.72,5.88,2.84,185.97,0.84,0.82,85.23,4897.15,22.47,18.69,49.65,1,0,28.45,0,3.38,7.18,6.57,79.52,1020.12,0,0,55.55,0,0.6
 36-46,0,0,0,0,26.21,0.76,625.76,1.93,0,5.76,154.43,0,0,1.79,0.57,7.39,0.94,0,2.64,1.33,176.49,0,3.24,68.55,5383.77,17.36,13.78,23.06,0,0,54.97,0,0,0,12.06,1.38,1106.05,0,0,14,0,4.13
 48-58,0,1.29,0,0,34.36,3.66,1266.47,5.39,6.74,15.54,205.6,0,0.97,5.48,1.42,0.38,16.17,5.3,2.25,1.5,209.85,1.24,3.06,63.79,3784.64,6.31,8.62,15.17,0,1.36,18.89,0,0,5.7,4.47,0,878.58,0,0.61,20.62,0,9.8
 60-70,0,0,0.77,0,52.7,0.67,1554.73,7.29,2.4,9.29,158.62,0.68,0,7.06,3.71,0,0,3.92,3.3,0,239.5,0,8.46,30.71,1916.98,0.65,5.45,7.4,0,2.17,18.91,0,0,0,0.67,0,396.48,0,2.24,8.55,2.76,7.79
 72-82,0,0,1.14,0,9.74,2.33,866.28,0,0.55,11.07,131.41,3.39,0.58,3.62,5.58,1.57,1.73,2.71,0,3.96,194.08,0.71,2.76,17.01,1035.55,0,0.79,9.05,0,6.15,15.09,0,0,3.33,0,0,195.58,1.46,10.77,23.87,4.74,0.67
 84-94,0,0,1.05,0,44.71,0,530.72,1.25,0.62,7.22,91.86,6.08,2.88,2.41,4.18,4.36,0.64,3.13,0,5.93,155.25,1.22,16.26,26.76,722.92,0,1.6,7.9,0,0,67.69,0,0,0.62,0,0,87.64,5.81,7.8,28.51,2.75,14.52
 96-106,0,0,0,0,20.29,6.17,325.81,5.82,0,5.68,69.88,3.82,0,0,1.24,3.34,0.58,4.64,1.8,1.38,120.87,2.07,3.61,22.7,499.58,0.79,5.18,8.64,0,0.99,41.68,0,0,3.56,2.81,0,51.41,2.45,6.02,38.12,0,0
108-118,0,0,0,0,28.82,8.63,309.53,0.49,2.41,6.32,64.66,1.28,0,0,5.06,2.02,3.5,5.43,8.99,0,128.44,0,2.53,10.77,614.41,0.8,4.76,6.36,0,2.35,21.06,0,0,0.41,0.49,0,33.66,5.49,2.74,17.3,0,1.18
120,0,0,11.18,0,17.79,2.57,309.8,0,0,16.47,104.58,7.76,0,0,2.49,3.96,1.91,0,0,0,135.4,0,0,13.13,578.4,0,0,13.46,0,7.72,13.94,0,0,2.09,0,0,10.51,0,2.93,37.56,6.55,0
