stage,eye,glial,mesenchyme,neural,olfactory,spinal_cord
 24-34,0,0,0,10.06,0,4.37
 36-46,0,0,0,12.12,1.08,0
 48-58,1.55,0,0,21.37,0,2.05
 60-70,45.46,0,0,125.03,0,5.89
 72-82,8.06,0,1.42,46.84,0,1.84
 84-94,36.69,0,0,43.12,0,1.07
 96-106,2.73,0,0,26.79,0,0
108-118,20.59,0,0,41,0.47,1.9
120,16.9,19.9,0,33.69,0,0
