stage,epidermis,eye,fin_mesenchyme,glial,gut,mesenchyme,muscle,neural,notochord,spinal_cord
 24-34,0,0,0,0,0,0,2.17,0.93,0,1.49
 36-46,0,0,0,0,0,0,0,2.04,2.31,0
 48-58,0,7.41,0,0,0,0.52,0,0.61,0,0.83
 60-70,1.65,2.49,0.7,0,0,0,0,3.49,0,0
 72-82,0,0,0,0.6,0,1,0,0,0,0
 84-94,0,0,0,0,0,1.06,0,0,0,0
 96-106,0,6.14,0,0,0,0,0,0,0,0
108-118,0,0,0,0,0.79,2.76,0,0,0,0
120,0,0,0,0,0,9.11,0,0,0,0
