stage,eye,mesenchyme,mural_cell,muscle,neural,olfactory,periderm,spinal_cord,vasculature
 14-21,0,1.87,0,0,0.84,0,0,0,0
 36-46,0.78,0.65,0,0,0,1.14,0,0,0
 48-58,0.38,0.44,0,0,0,0,0,0.75,0
 60-70,0,0,0,0,0,0,1.95,0,0
 72-82,0,0,0,2.41,0,0,1.53,0,0
 84-94,0.57,0,1.37,0,0,0,0,0,0
 96-106,0,1.4,0,0,0,0,0,0,0
108-118,0,0,0,0,1,0,0,0,0
120,0,0,0,0,0,0,0,0,5.12
