stage,epidermis,eye,lateral_line,mesenchyme,muscle,neural,notochord,olfactory,spinal_cord,vasculature
 24-34,0,0,0.93,0,0,0,0,0.71,0.69,0
 36-46,0,0,1.23,0,0,43.77,0,0,0,9.33
 48-58,0,7.33,0,0.41,0,200.43,5.15,0,0,0
 60-70,0,4.91,0,0,0,82.51,0,0,2.09,0.57
 72-82,3.56,1.38,0,2.78,0,345.04,0,0,0,0
 84-94,3.35,0,0,6.57,0,449.24,0,0,0,0
 96-106,0.62,0,0,0,0,361.91,0,1.8,0,0
108-118,1.49,0,0,0,0,47.11,0,0,0,0.82
120,4.28,23,0,14.58,5.49,971.21,0,0,0,0
