stage,epidermis,eye,glial,mesenchyme,muscle,neural,otic,spinal_cord
 24-34,1.31,0,0,0,0,1.92,0,0
 36-46,0,0,0,0,0,7.3,0,0
 48-58,0,1.76,0,0.38,0.45,19.5,0,0.83
 60-70,0,0,6.38,0,0,13.21,0,0.82
 72-82,0,0,8.38,0,0,20.74,0,1.6
 84-94,0,4.31,2.04,0,0,9.91,0,4.16
 96-106,0,2.48,1.25,1.28,0,23.62,0,0
108-118,0,0,4.47,2.5,0,4.96,0,0
120,0,4.8,0,7.54,0,22.68,9.1,15.17
