stage,endocrine_pancreas,epidermis,eye,fast_muscle,glial,gut,melanocytes,mesenchyme,neural,notochord,otic,presomitic_mesoderm,spinal_cord
 14-21,0,0.81,0,0,0,0,0,0,3.28,0,0,0.89,0
 24-34,0,0,0,0,0,0,0.64,0,2.62,0,0,0,0.87
 36-46,0,0,0,0,0,0,0,0.78,7.73,0,0,0,0.56
 48-58,0,0,0.53,0,1.11,0,0,0.56,5.25,0,0,0,0.64
 60-70,0,0,4.08,0,0,0,0,0.66,3.68,4.6,0,0,0.61
 72-82,0,0,2.93,0,0,0,0,0,11.95,0,0,0,0
 84-94,0,0,0,0,0,0,0,0,8.59,0,0,0,0
 96-106,0,0,0.79,0,2.08,0,0,2.03,4.3,0,0,0,0
108-118,1.57,0,0.87,0.5,0,0.43,0,0,0,0,0.48,0,0
