stage,axial,blastomeres,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,0,26.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,0,12.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,21.03,0,0,0,0,0,0,0,0,0,0,0,4.59,0,0,0,0,0,0,0,0,0,0,0,32.62,19,0,0,5.57,0,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,8.94,108.04,0,15.83,0,28.69,0,0,0,0,0,26.1,0,0,0,0,0,0,0,0,0,0,0,692.78,331.25,0,0,37.2,0,0,6.56,10.74,0,0,9.66,0,0,0,0,0,0
 14-21,0,0,20.69,266.5,12.55,0,157.82,0,0,0,2.22,7.03,1.08,4.27,0,0.91,0,0,1.04,1.13,107.48,0,0,185.21,204.5,174.19,0,0.85,0,0,15.25,2.07,3.38,0.84,13.35,58.2,44.25,0,0,4.96,0,0
 24-34,0,0,6.62,63.15,1.75,0,45.11,0,1.53,4.85,12.29,0,0,2.27,0,3.38,0,1.51,0,0,361.97,0,8.99,136.33,182,45.59,0.83,7.07,0,0,109.67,0,0,8.87,7.39,14.09,75.45,0,0,3.6,0,0
 36-46,0,0,0.84,39.94,0,0,29.31,0,0,23.52,43.12,0.67,0,3.92,0,9.95,0,1.76,12.63,0,595.69,0.87,57.56,76.63,144.41,13.88,0,4.26,0,0,145.29,1.61,0,6.18,1.37,0,18.03,0,1.04,2.3,0,0
 48-58,0.55,0,0,26.52,1.3,0,73.18,2.17,12.26,10.49,44.92,0,2.76,0.49,0,5.29,0,1.27,0.37,0,1032.87,0.57,139.03,57.15,144.07,25.44,0.38,17.87,0,2.37,46.33,0,0,2.86,3.13,0,49.26,0,2.63,1.84,1.8,5.27
 60-70,0,0,0,56.84,0,0,50.62,2.99,9.04,4,45.02,0,3.48,6.62,0,0,0,0,3.35,4.52,1202.64,3.86,72.54,29.6,82.28,18.25,0,22.58,0,0,115.52,0,0,0.64,2.72,0,22.24,0,13.03,0.59,12.38,0
 72-82,0,0,1.26,35.35,5.25,0,47.88,1.87,4.31,20.01,35.01,5.26,0,2.39,0,0,0,3.2,0,0,1742.11,4.81,33.2,62.64,95.39,2.07,0,31.28,0,0,74.42,0,0,1.6,3.72,0,21.85,1.34,12.04,7.89,26.76,6.64
 84-94,6.16,0,1.82,58,0.77,0,94.88,3.91,11.17,5.03,15.43,17.65,3.72,4.99,1.71,3.27,0,3.11,7.74,0,1560.08,12.96,58.32,30.69,75.59,3.83,1.54,30.44,0,1.66,179.29,0,0,8.82,0.62,0,15.02,6.17,20.07,2.61,26.41,2.6
 96-106,0,0,2.11,86.9,2.05,0,85.48,1.97,24.77,5.36,32.3,20.11,2.38,2.12,0.65,9.02,0,2.27,19.81,0,1345.89,9.48,12.42,30.58,98.31,1.15,1.71,48.12,0,4.62,249.82,1.14,0,4.65,1.61,0,11.66,3.5,10.22,7.78,27.71,0
108-118,0,0,4.07,74.77,0,0.5,110.51,1.02,23.57,4.37,16.58,38.9,0,2.13,2.84,6.16,4.25,0,14.25,0,1409.44,12.97,6.35,34.62,101.27,4.19,2.39,28.86,0,1.65,188.31,0,0,12.05,0.5,0,5.82,3.91,5.91,3.13,12.64,8.31
120,0,0,4.41,116.81,0,0,89.12,2.66,28.93,0,34.52,16,0,1.15,0,9.98,0,0,0,0,1373.82,39.61,13.78,57.88,41.3,24.84,8.07,22.42,0,0,196.49,0,0,6.84,0,0,0,10.04,17.27,0,19,13.79
