stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,17.74,435.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.74,0,0,0,0,0,0,0,0,0,0,0
  5-6,24.45,293.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.85,0,0,0,0,11.11,0,0,0,0,0,0,0,0,0,0,0
  7-9,4.22,6.04,0,396.34,0,0,0,5.04,0,0,0,0,0,42.54,0,0,0,0,0,0,0,0,0,0,0,364.3,12.35,0,0,46.68,0,8.66,0,0,0,0,0,0,0,0,0,0
 10-12,0,6.14,0,317.15,0,0,0,31.57,0,0,0,0,0,26.31,0,0,0,0,0,0,0,0,0,0,0,495.78,0,0,0,48.94,0,0,0,0,0,0,0,0,0,0,0,0
 14-21,0,0,0,12.38,43.88,14.21,0,86.33,0,0,0,5.87,0,15,0,0,0.8,0,0,0,21.25,50.65,0,0,8.67,551.53,8.9,1.03,253.63,0.86,5.7,0.9,6.63,0,5.78,26.37,102.93,0,0,0,0,17.18
 24-34,0,0.83,0,2.76,23.44,6.5,0,149.46,0,10.81,0,6.47,1.35,4.21,0.8,1.94,0.65,19.77,0,0,61.18,113.12,0.95,0,12.78,847.52,40.54,1.39,233.52,0,115.23,1.29,0,0,0,5.55,98.16,0,0,82.78,0,52.45
 36-46,0,0,0,0,65.31,1.22,0,164.02,0,75.35,9.64,108.98,1.33,0,2.02,1.73,1.68,25.11,1.91,0,70.59,63.79,0,0,11.7,635.15,27.26,3.18,214.71,0,244.83,0.91,0,2.11,0,0,114.81,0,0,100.96,0,35.58
 48-58,1.15,0,0,0,50.29,1.98,0,299.78,0,187.01,4.57,395.71,0.49,0,0.89,0,0.89,57.38,0.99,6.3,25.45,269.17,3.08,2.35,15.8,629.34,35.77,5.44,234.58,0,237.38,0,0,0,4.41,0,127.91,0,0,70.2,0,116.65
 60-70,0,0,0,0,94.87,0,0,278.16,0,242.11,0.84,270.81,5.91,0,4.46,7.41,8.28,151.32,0,9.82,35.82,713.45,5.18,4.68,10.85,483.9,15.79,6.95,141.7,0,241.69,0,0,0,0,0,59.61,11.18,0.69,18.78,2.5,53.15
 72-82,0,0,0,2.79,88.74,5.12,0.61,283.35,0,79.04,0.82,246.29,15.18,0,0,4.58,0.53,129.31,0,5.78,21.27,499.73,0,10.87,30.08,368.65,3.62,15.79,252.24,0,141.61,0,0,0.66,0,0,15.53,18.21,0.49,21.33,3.3,36.97
 84-94,0,0,0,4.28,228.4,4.83,15.21,325.94,0,346.43,0,175.64,10.94,0,2,10.14,3.25,73.66,0,12.82,37.83,497.06,3.66,30.63,34.15,293.79,2.38,44.46,316.45,0,319.99,0,0,0.67,0,0,12.36,32.46,5.66,47.83,2.29,61.9
 96-106,0,0,3.15,4.85,582.86,16.47,12.92,303.8,0,279.58,8.98,179.03,11.37,0,0.61,10.36,14.75,29.92,26.49,20.03,16.1,425.69,39.25,23.15,33.62,253.58,7.39,150.98,420.57,0,998.24,0.7,0,0,0,0,9.27,100.13,1.69,23.35,0,39.35
108-118,0,0,1.03,8.34,332.66,7.99,40.03,358.09,0.54,315.17,6.98,189.95,17.54,0,0,2.94,15.38,64.14,0.86,31.91,36.92,295.69,9.34,3.03,71.18,324.54,3.34,77.27,390.84,0,582.03,0,0,0,0,0,20.8,20.93,1.67,25.07,2.42,22.29
120,0,0,0,3.5,314.99,20.03,21.86,236.42,3.18,202.06,0,120.18,1.77,0,5.31,2.93,9.14,50,2.96,47.15,7.16,265.01,12.3,1.38,89.77,590.93,7.19,85.67,285.8,0,513.97,0,0,0,0,0,2.14,8.67,3.79,48.65,9.16,5.78
