stage,epidermis,fast_muscle,fin_epithelia,gut,muscle,neural,otic,periderm
 14-21,0.81,0,0,1.21,0,0,0,0
 24-34,0,0,0,0,0,3.27,0,0
 36-46,0,0,0,0,0,2.59,0,0
 48-58,0,0,0,0,0,0.82,0,0
 60-70,0.71,0,4.43,0,0,0,0,0
 72-82,0,0,0,0,0.76,0,0,0
 84-94,0,0,0,0,0,0,0.59,0
 96-106,0.6,0,0,0,0,0,0,2.16
108-118,0,0.42,0,0,0,0,0,0
