stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,82.5,2116.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.2,0,0,0,0,0,0,0,0,0,0,0
  5-6,70.02,1808.72,0,0,0,0,0,0,0,0,0,0,0,35.57,0,0,0,0,0,0,0,0,0,0,0,92.67,0,0,0,7.11,20.44,0,0,0,0,0,0,0,0,0,0,0
  7-9,21.64,39.3,0,45.42,0,0,0,171.39,0,0,0,0,0,17.58,0,0,0,0,0,0,0,0,0,0,0,1195.32,7.59,0,0,431.58,6.63,8.56,0,0,0,0,0,0,0,0,0,0
 10-12,0,67.89,0,86.87,0,0,0,157.97,0,0,0,0,0,7.41,0,0,0,0,0,0,0,0,0,0,0,1569.45,53.92,0,0,445.38,0,9.77,0,21.41,0,0,3.28,0,0,0,0,0
 14-21,0.93,0.9,0,6.72,133.89,46.54,0,91.73,0,0.88,0,4.74,5.03,6.49,0,0,5.35,0,0,0,0.88,29.38,0,0,48.41,563.92,7.43,1.54,1.72,15.19,14.21,0,146.18,2.94,3.14,199.12,137.67,0,0,3.67,0,4.43
 24-34,0,0,0,1.91,31.06,4.65,0,90.97,0,0,0.76,8.17,3.24,0.76,0,2.1,12.57,0.64,2.02,0.9,3.36,39.56,3.29,0,9.58,482.51,1.26,1.37,7.75,0,13.94,0,0,3.22,0.65,33.56,100.91,0,0,5.47,0,0.82
 36-46,0,0,1.71,0,6.32,3.68,0,69.05,0,2.57,0,33.93,0.66,0,4.05,0,4.38,0,0,0.59,0,38.85,0.56,1.06,19.9,316.43,3.01,4.26,2.14,0,9.68,0.65,0,1.37,0,0.6,51.07,0,0,0.56,0,1.04
 48-58,0,0,0.4,0,9.07,0.39,0,145.08,1.78,2.38,3.05,35.61,0.88,0,1.03,0,2.34,0.51,0.73,6.85,4.16,52.6,0.88,5.86,14.55,273.78,0,0,3.36,4.77,16.29,0,0,0.42,2.17,0,67.01,0,0.49,8.18,0,6.89
 60-70,0,0,0,0,30.56,2.31,0,174.26,0.68,0,4.05,20.38,2.57,0,0,0.92,14.17,0,2.85,2.12,6.87,61.66,0.63,3.05,12.81,280.79,4.95,3.54,0,0,6.34,0,0,1.36,0,0,67.37,0,0,2.35,0,1.56
 72-82,0,0,1.66,0,13.19,1.28,0,163,1.18,0,5.38,28.79,6.05,0,0.87,1.11,5.23,1.82,0,4.47,0.49,94.65,2.02,2.3,19.42,317.61,0.55,2.15,4.14,0,10.08,0,0,5.65,0,0,37.62,0.5,2.33,13.51,1.68,0
 84-94,0,0,0,1.04,13.75,28.47,0,100.73,0,1.87,3.3,31.26,7.52,0.6,0,8.34,13.53,2.03,1.52,6.66,0,90.09,0,5.49,13.22,211.73,1.17,0,4.45,0,44.28,0,0,1.35,0,0,20.86,0.56,0.77,19.03,0,0
 96-106,0,0,0,0,18.55,5.07,0,55.81,0,0.6,1.88,41.81,9.02,0,2.16,10.9,6.35,3.17,3.49,8.61,0.71,88.46,0,5.19,22.72,146.08,4.35,6.74,6,0,26.94,0,0,0,0.64,0,10.99,1.66,4.03,14.43,4.86,6.66
108-118,0,0,0,0,39.63,5.68,3.91,94.66,0.94,4.81,1.16,66.87,8.57,0,0,13.89,13.61,0,1.31,7.18,0,101.93,0.44,0,39.15,249.21,0,2.56,14.77,0,26.59,0,0,0.92,4.28,0,8.66,2.32,3.36,14.87,1.5,9.04
120,1.12,0,0,0,47.36,6.41,0,131.88,0,4.15,0,46.41,4.57,0,6.34,13.42,5.43,1.11,0,2.87,0,92.28,0,0,24.3,192.03,0,11.85,13.35,0,32.89,0,0,2.83,0,0,0,4.21,1.95,23.65,0,1.16
