stage,blastomeres,endocrine_pancreas,epidermis,eye,glial,gut,neural,otic,paraxial_mesoderm,periderm
  3-4,16.65,0,0,0,0,0,0,0,0,0
  5-6,0,0,0,0,0,0,30.4,0,0,0
  7-9,0,0,0,0,0,0,0,0,4.81,0
 10-12,0,0,0,0,0,0,7.02,0,0,0
 14-21,0,1.13,0.83,0,0,0,0.92,0,0,0
 60-70,0,0,0,0,0,0,0,0,0,3.53
 72-82,0,0,0,0,1.46,0,0,0,0,0
 96-106,0,0,0,0,0,0.93,0.67,0,0,0
108-118,0,0,0,0.94,0,0.47,0,0.83,0,0
