stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,0,30.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,14.89,12.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,5.16,0,0,153.16,0,0,0,18.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64.73,0,0,0,8.98,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,0,0,23.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.72,0,0,0,3.26,0,0,17.41,0,0,0,0,0,0,0,0,0
 14-21,0,0,33.21,7.82,0,10.78,0,0,0,0,0,0,194.56,2.55,0,0,0,0,0,0,0,17.82,3.83,0,127.54,2.95,0,0,0,0,0,0,0,0,0,2.71,13.4,0,0,0,0,0
 24-34,0,0,512.74,1.24,1.44,0,0,3.12,0,0,0,0,11.04,0,0,0,0.66,0,0,0,0,0,0,0,0,6.7,0,0,0.78,0,0,0,0,0,0,0,0,0,0,6.68,0,0
 36-46,0,0,122.02,0,4.37,0,0,2.68,0,0,0,47.13,4.99,0,0.92,0,0,0,0,0,0,7.07,0,1.14,0,12.13,0,0,0.65,0,0,7.96,0,0,0,0,0,0,0,1.02,0,0
 48-58,0,0,1470.34,0,2.63,0.69,0,64.75,6,0,0,4.82,0,0,0,0,0,170.99,0,0,0,46.46,1.11,21.65,0,729.41,0,0,0,0,0,0,0,3.3,0,0,6.39,0,0,0,0,2.45
 60-70,0,0,1089.9,0,1.85,0,0,43.28,0,0,0,0,1.65,0,0,0,0,0,0,0,0,248.4,0,238.64,4.25,82.24,0,0,0,0,0,0,0,0,0,0,3.01,0,17.86,0.93,2.98,0
 72-82,0,0,3045.03,0,3.75,1.39,0,50.84,0,0,1.36,2.83,14.09,0,1.49,2.23,0,8.35,0.68,2.73,1.88,290.53,1.59,96.15,6.41,2961.66,0,0,1.07,0,10.67,2.92,0,0,3.15,0,6.64,0,9.73,0,5,5.3
 84-94,0,0,5510.13,0,9.14,0,0,17.75,0,0,5.16,4.06,232.72,0,4.65,0,0,0,0,0,0,252.47,0,133.52,19,49.47,0.74,0,0.63,0,0,1.93,0,0,0,0,0,0,17.11,0,33.13,0
 96-106,0,0,1018.39,0,12.75,14.15,4.3,38.83,0,0,2,4.17,58.37,0,99.69,4.55,0,10.82,0,9.42,0,453.11,0,572.58,136.4,66.4,2.94,3.84,0,0,7.51,8.6,0,23.24,0,0,0,0,50.04,7.41,279.85,13.17
108-118,0,0,2185.76,0,10.6,7.19,2.55,33.76,7.44,3.67,0,2.21,32.24,0,3.38,0,1.12,0,0,2.2,0,378.54,0,425.3,4.22,68.57,3.33,0,0,0,17.55,2.28,0,0.61,0,0,12.44,5.65,32.05,2.6,152.42,0
120,0,0,4102.5,0,6.71,1.99,0,13.76,0,0,0,27.51,18.39,0,0,2.29,0,0,0,0,0,224.5,0,278.79,39.13,113.39,0,0,0,0,0,2.12,0,1.12,0,0,0,0,21.5,0,76.15,0
