stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,0,31.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,0,21.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.76,0,0,0,0,0,0,0,0,0,0
  7-9,6.63,0,0,0,0,0,0,7.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.75,0,0,0,6.99,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,0,0,0,0,0,0,8.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91.41,28.64,0,0,4.37,0,0,0,0,0,0,0,0,0,0,0,0
 14-21,0,0,1.13,9.18,8.89,0,0,1.13,0,1.76,0,0.89,0,0.87,0,0,1.79,0,0,0,1.26,1.06,0,0,2.02,47.44,0,0,0,0,0,0,2.38,0,3.02,4.01,33.89,0,0,0,0,0
 24-34,0,0,0.71,0.7,7.92,0,0,11.27,0,3.69,0,1.69,0,0,0.79,0,0,0,0.96,1.3,0,2.33,0,0,2.76,335.38,0,7.08,3.43,0,0,2.44,0,0,0,1.38,136.18,0,0,0,0,0
 36-46,0,0,0,0,7.59,0,0,25.23,0,0.93,0,3.85,0,0,1.3,0,0,1.21,0,0,0,2.35,0.65,0.71,0.74,828.31,0.85,8.89,7.35,0,0,8.59,0,0,0,0,235.05,0,0,0.8,0,5.97
 48-58,0,0,0,0,11.74,0,0,151.28,0,6.53,0.69,14.72,1.15,0,0.4,0.55,0,2.79,0,0,0,6.05,0,0,4.57,1172.62,1.91,3.31,4.25,0,0.79,4.29,0,0,0,0,228.62,0,0,2.11,0,2.41
 60-70,0,0,0,0,30,0,0,1009.19,0.56,14.14,0.91,40.47,0,0,2.57,0,0.62,7.12,0,1.62,0,44.44,0,1.12,1.93,2008.37,1.03,4.9,7.26,0,1.44,9.35,0,1.35,0,0,287.73,0.77,0,4.58,0,2.47
 72-82,0,0,2.72,0,16.48,0.5,0,1668.75,0,18.7,0,55.56,2.33,0,0,4.05,0,15.28,1.42,0,0,71.26,0,1.15,1.44,1780.31,0,5.72,31.79,0,0.77,0.57,0,0,0,0,183.46,1.66,0,0,0,3.31
 84-94,0,0,2.85,0,28.5,13.14,0,1339.77,0,13.45,0.89,73.18,7.65,0,0,0.59,0.55,27.93,0,0,0,45.96,0,0,7.24,1400.67,0,2.22,34.68,0,1.01,6.89,0,0,0,0,126.19,7.59,3.13,7.55,0,0
 96-106,0,0,2.6,0,25.61,3.69,0,1516.9,0.89,16.29,0,66.2,2.38,0,1.58,2.37,2.18,16.62,1.27,9.42,0,72.47,0,14.54,0.66,1058.37,0,8.64,47.3,0,1.17,10.37,0,0,0,0,59.89,8.93,2.68,3.67,0,3.79
108-118,0,0,1.33,1.1,46.4,3.71,7.5,1263.15,0.89,14.55,0,55.31,4.82,0,0.47,5.01,0.89,34.94,2.32,0.45,0,35.33,0,10.73,7.56,1462.46,0,2.87,35.19,0,0.89,3.4,0,0,0,0,60.87,19.61,3.69,5.36,0.42,0
120,0,0,0,0,70.05,1.08,0,997.54,1.99,6.69,0,110.7,5.17,0,0,1.38,1.1,24.14,1.84,0,0,67.51,0,12.74,0,2397.57,0,10.16,109.01,0,8.01,12.3,0,0,0,0,132.17,8.87,0,4.86,0,8.94
