stage,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,52.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,190.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.71,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,0,0,33.98,0,0,0,6.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.7,0,0,0,14.98,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,0,40.7,0,0,0,3.45,0,0,0,0,0,3.11,0,0,0,0,0,0,0,0,0,0,0,23.48,4.69,0,0,17.36,0,0,0,10.53,0,0,0,0,0,0,0,0
 14-21,0,0,0,9.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.75,0,0,90.11,0.86,84.33,1.1,0,0,0,0,1.11,0,0,6.12,3.44,0,0,0,0,0
 24-34,0,0,0,8.12,0,0,6.27,0,0,7.62,0.67,0,0,46.59,0,0,0,0,0,0,1110.84,0,1.52,836.02,99.31,27.48,0,0,0,0,1.07,0,0.98,1.03,10.27,7.21,0,0,4.33,0,0
 36-46,0,0,0,11.9,0,0,16.67,0,4.2,58.08,3.25,0,0,71.25,0,0,0,1.23,0,0,3294.71,0,14.66,871.05,188.12,3.85,0,0.57,0,4.2,2.9,1.39,10.34,9.47,1.38,23.21,0,0,8.31,0,0
 48-58,0,0,0,11.43,2.44,0,46.05,0,37.22,130.71,12.12,0,0,29.35,1.18,0,3.58,0,6.58,0.39,3920.49,0,72.64,660.41,341.01,0.66,0.64,0,0,8.43,2.16,0,0,0,0,18.9,0,9.9,2.18,1.4,3.77
 60-70,0,5.32,0,37.07,0,0,59.01,2.46,15.32,99.99,20.18,1.62,0,16.1,0,1.78,0,0.71,2.4,0,6017.42,2.97,407.29,437.8,255.08,0,5.57,3.21,0,12.79,0.65,0,6.96,1.07,0,29.48,0,185.13,8.79,268.81,0
 72-82,0,0,0,48.36,13.59,0,306.4,6.69,25.32,163.68,27.75,4.92,0,31.1,1.61,5.36,2.9,0,3.49,3.9,9255.41,0,597.79,456.13,369.75,0,17.8,1.04,0,17.5,4,0,2.16,0,0,9.99,0,333.35,22.85,1012.47,7.83
 84-94,0,0,0,33.39,15.68,4.6,510.7,3.13,14.6,139.81,40.16,0.76,0,32.38,2.47,6.24,0.62,4.64,8.43,0,8446.92,1.45,647.71,336.55,162.05,2.53,1.27,2.36,0,5.63,10.07,0,8.21,0,0,25.71,0.83,416.66,19.73,1372.56,0
 96-106,0,0,0,48.54,22.45,3.55,277.48,8.24,8.77,63.77,41.69,5.74,0,43.25,10.41,6.15,7.01,0.95,12.12,0,6678.61,0,492.55,261.64,291.5,1.37,0,5.01,0,68.61,24.56,0,1.55,0,0,6.6,1.57,322.72,29.63,1591.79,0
108-118,0,0,0,25.18,12.89,2.14,186.37,0,9.95,92.7,51.3,5.89,0,10.66,5.43,12.83,0,5.13,5.39,0,8068.15,5.68,622.84,182.16,447.03,9.67,2.19,4.26,0,95.98,9.54,0,0,2.93,0,0,2.2,163.56,29.9,1465.34,0
120,0,0,0,34.21,5.92,14.93,85.29,0,1.56,88.31,34.08,6.19,0,13.94,18.17,1.89,0,0,3.84,0,7593.71,0,772.17,183.7,506.43,0,0,3.91,0,98.74,3.17,0,0,0,0,4.02,16.19,248.23,12.63,2686.66,0
