stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  5-6,0,26.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,365,0,0,0,0,0,0,4,0,0,0,0,0,34.64,0,0,0,0,0,0,0,0,0,0,0,95.71,475.12,0,0,132.14,0,12.4,0,0,0,0,0,0,0,0,0,0
 10-12,7.59,0,0,60.07,0,0,0,11.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,626.31,769.06,0,0,470.53,0,0,0,8.56,0,0,0,0,0,0,0,0
 14-21,0,0,0,0,197.99,0,0,1.9,0,4.48,0,0.99,0,0,0,0,2.84,0,0,0,0,31.75,0.82,0,41.64,46.66,401.79,0.83,1.01,1.69,0,106.43,37.52,0,1.26,25.99,28.53,0,0,0,0,0
 24-34,0,0,0,1.12,118.81,0,0,0.62,0,21.38,22.4,1.81,0.63,0,0,0,8.29,0,1.41,0,0,92.3,17.69,0,86.32,65.77,174.41,0.67,2.7,0,0,472.12,0.85,0,0,43.38,29.38,0,0,16.57,0,0
 36-46,0,0,0.95,0,51.99,0,0,4.46,1.17,25.4,64.25,6.49,0,0,0,0,11.49,0,1.19,0,0,183.09,17.2,0,61.05,121.91,117.67,8.34,3.43,0,0,643.6,0,0,3,0,25.92,0,0,9.79,0,0
 48-58,0,0,0,0,43.42,1.92,0,23.74,1.6,17.53,83.33,19.85,0,0,0,0,0.77,0,0.51,0,0,346.82,16.62,0.39,44.06,96.61,76.69,5.43,14.8,0,0,519.83,0,0,1.87,0,34.22,0,0,2.18,0,0
 60-70,0,0,0,0,45.03,0,0,26.97,0.82,10.61,63.77,24.18,1.28,0,0,0,2.41,0,6.93,0,0,542.77,8.47,4.03,36.79,103.9,61.77,3.38,17.37,0,0,335.04,0,0,1,0,9.08,0,1.33,2.54,0,0
 72-82,0,0,5.3,0,22.78,0.59,0,34.06,2.52,5.64,75.79,11.45,12.76,0,0.58,0,4.42,0,11.78,0,0,539.65,25.98,6.42,36.54,85.64,20.19,3.49,23.55,0,1.03,148.64,0,0.49,0,0,5.13,0,1.24,2.05,8.81,0
 84-94,0,0,0,0,39.39,1.18,0,28.82,0,12.3,59.13,14.26,27.58,0,0,0.59,8.51,1.03,12.37,2.64,10.35,505.75,29.27,4.45,23.09,45.91,30.18,1.83,28.38,0,0,337.53,0,0,0,0,6.17,0,1.39,1.57,4.16,0.74
 96-106,0,0,3.97,0,48.13,0,1.26,21.47,0,3.2,51.49,13.22,17.82,0,0,0,12.6,0.92,14.53,0,0,297.44,52.36,5.1,17.87,72.89,14.43,7.02,15.2,0,0,197,0,0,0,0,5.16,2.53,1.88,0,5.08,0
108-118,0,0,0.59,0,53.54,0,7.15,19.74,2.21,7.7,38.95,10.53,45.61,0,0,0.81,8.85,0,22.09,6.77,0,261.65,35.66,0,10.69,88.13,15.78,1.26,20.64,0,0,220.93,0,0,0,0,0.87,4.71,3.03,1.91,20.33,0
120,0,0,0,0,55.56,0,3.23,5.95,0,14.71,40.86,11.49,21.89,0,0,0,0,0,27.47,0,0,313.79,17.54,0,15.62,85.93,31.13,4.59,22.04,0,0,67.85,0,0,0,0,0,2.49,0,2.8,1.8,0
