stage,epidermis,eye,glial,mesenchyme,mural_cell,muscle,neural,olfactory,otic,spinal_cord
 14-21,0.93,0,0,0,0,0,0.9,0,0,0
 36-46,0,0,0,0,0,0,3.83,0,0,0
 48-58,0,0,0,0,0,0.67,9.99,0,0,1.03
 60-70,0,0,0,0,0,0,9.27,4.93,0,0
 72-82,1.38,0,0.98,0.52,0,0,8.77,0,0,0
 84-94,0,8.15,0,0,0,0,2.91,0,0,0
 96-106,0,0,0,0,0,0,0,0,1.78,0
108-118,0,0,0,0,1.23,0,3.57,0,0,0
120,0,2.69,0,0,0,0,0,0,0,0
