stage,eye,immune,mesenchyme,neural,spinal_cord,vasculature
 24-34,0,0.65,0,1.2,0,0
 36-46,0,0,0,6.78,0.9,0
 48-58,0,0,0,1.01,0,0
 60-70,9.78,0.99,0,6.21,0,0
 72-82,0,0,0,0,0,1.02
 96-106,0,0,0,0,0,2.65
108-118,8.22,1.03,1.36,0,0,1.65
120,0,0,0,12.56,0,16.46
