stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,22.7,206.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.43,0,0,0,0,0,0,0,0,0,0
  5-6,26.19,265.63,0,0,0,0,0,0,0,0,0,0,0,24.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81.81,0,0,0,0,0,0,0,0,0,0
  7-9,22.79,6.31,0,10.6,0,0,0,40.34,0,0,0,0,0,12.48,0,0,0,0,0,0,0,0,0,0,0,167.15,0,0,0,51.93,0,21.1,0,0,0,0,0,0,0,0,0,0
 10-12,0,0,0,50.16,0,5.18,0,39.39,0,0,0,0,0,37.75,0,0,0,0,0,0,0,0,0,0,0,730.54,0,0,0,217.25,0,3.07,0,16.92,0,7.77,0,0,0,0,0,0
 14-21,0,0,0,10.32,127.86,5.68,0,8.15,0,1,0,3.53,4.41,3.25,0,0,11.61,0,0,0,0,20.87,0,0,17.52,104.61,15.33,0,4.55,0,0,53.05,13.52,1.97,11.71,57.08,23.15,0,0,1.07,0,0
 24-34,0,0,0,2.57,52.56,0.65,0,14.68,2.76,4.83,1.02,0.64,3.44,0,1.22,0.67,0.77,0,11.46,0,0,23.69,0.65,0,33.7,160.65,3.3,2.3,2.85,0,0,91.91,0,2.53,6.44,3.96,50.86,0,0,8.62,0,0
 36-46,0,0,0,0,20.18,0,0,14.81,15.12,2.14,0,1.51,0.56,0,0,0,0,2.31,1.97,0,0,13.29,0.58,0,16.95,224.92,1.15,1.91,0.78,0,0,121.27,0,0.6,5.56,0,72.91,0,0,2.66,0,0
 48-58,0,0,0,0,33.22,0,0,50.16,7.92,5.65,7.13,12.74,1.77,0,0.87,0,0.61,0.63,0.47,0,1.03,38.61,0,2.39,9.03,323.52,4.7,3.19,3.39,0,0,81.78,0,0.62,13.79,0,64.4,0,0.61,5.67,0,5.92
 60-70,0,0,0,0,12.87,0,0,114.89,14.16,9.54,0.81,32.31,0.75,0,3.33,0,0,0.69,2.94,0,0,45.03,0.62,2.21,9.64,446.07,0.62,14.49,42.07,0,0,42.32,0,2.06,18.19,0,82.27,0,0,10,0,11.49
 72-82,0,0,0.9,0,13.28,1.29,0,108.15,5.95,13.72,6.44,18.84,0.93,0,2.72,0.69,0,2.2,9.92,1.36,0.49,88.05,4.9,0,6.29,432.74,0,4.28,3.44,0,3.77,29.72,0,2.3,5.23,0,52.38,0,2.02,7.04,0,0
 84-94,0,0,2.24,0,41.12,2.35,0,107.88,0,8.77,1.26,11,3.98,0,2.32,0.59,1.44,2.25,5.03,0,10.27,69.72,18.42,3.93,9.02,272.17,0,0,4.94,0,0,73.63,0,1.75,4.78,0,36.25,3.29,1.7,7.68,1.51,4.76
 96-106,0,0,0.81,0,39.49,2.12,2.49,99.31,13.05,3.75,2.05,17.54,3.57,1.06,0,2.84,5.9,2.43,9.71,0,0,61.26,2.77,2.06,13.69,242.1,1.71,3.61,8.41,0,3.54,74.77,0,0,13.74,0,19.44,3.31,4.11,8.34,4.06,11.79
108-118,0,0,0,0,32.94,1.99,6.57,84.81,3.34,9.15,1.48,16.91,11.43,0,0.51,5.72,1.19,1.08,14.23,2.9,9.02,68.32,9.58,5.48,15.16,351.49,1.6,2.79,6.97,0,3.58,36.86,0,1.38,4.72,0,8.67,0.9,0,7.24,1.2,3.69
120,0,0,1.37,0,55.82,1.74,11.16,56.07,5.68,16.16,0,41.69,7.23,0,0,1.06,1.06,0,27.63,6.57,0,78.61,0,0,7.32,520.89,0,0,7.85,0,0,74.12,0,2.39,13.08,0,51.59,0,0,18.67,17.7,0
