stage,erythrocytes,exocrine_pancreas,eye,gut,heart,immune,liver,mesenchyme,neural,otic,periderm,pronephros
 24-34,0,0,0,1.31,0.67,0,0,0,0,0,0,0
 60-70,0,0,0,6.4,0,0,0,0,0,0,0,0
 72-82,0,0,0,27.88,0,0,0,0,0,0,1.5,0
 84-94,0,0,0,42.37,0,0,8.68,0,0,0,0,0
 96-106,0,1.12,0,61.47,0,2.49,0,0,0,0.66,2.45,0
108-118,0,0,6.46,68.34,0,0,0,2.45,5.67,0,0,0.89
120,3.66,0,3.39,73.38,0,0,0,0,0,0,0,0
