stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,636.14,14587.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,561.31,0,0,0,0,0,0,0,0,0,0,0
  5-6,452.94,7048.3,0,8.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255.09,19.16,0,0,16.27,0,79.41,0,0,0,0,0,0,0,0,0,0,0
  7-9,110.94,196.88,0,220.79,0,0,0,554.13,0,0,0,0,0,135.82,0,0,0,0,0,0,0,0,0,0,0,4933.21,144.03,0,0,1279.63,0,3.71,21.48,0,0,0,0,0,0,0,0,0,0
 10-12,3.8,179.42,0,170.49,0,16.04,0,426.54,0,0,0,0,0,82.85,0,0,0,0,0,11.2,0,0,0,0,0,5252.47,54.67,0,0,1068.51,0,3.1,23.93,22.8,159.13,0,6.84,13.69,0,0,0,0,0
 14-21,0,0,2.23,5.3,50.28,8.49,0,44.01,0,0,0,11.9,0,0,3.14,0,0.89,0,0,0.97,0,20.24,0,0,26.88,705.66,5.27,1.07,6.42,3.98,0,46.52,0,26.39,5.85,31.95,47.18,120.38,0,0,5.43,0,0.84
 24-34,0,0.83,3.97,3.66,79.48,7.19,0,226.46,3.07,2.93,2.01,51.3,2.44,0,4.76,0,8.18,1.35,4.9,7.19,0.63,148.89,1.33,0,92.46,2539.61,16.54,14.25,18.18,0,0,158.86,0,0.93,18.84,29.73,77.98,627.4,0,0,44.23,0,14.61
 36-46,0,0,6.1,0,34.37,2.16,0,663.9,9.01,2.52,1.16,116.29,3.77,0,3.08,4.09,0,0.85,2.14,4,11.94,214.33,2.35,4.67,62.9,3015.93,13.92,15.4,12.49,0,0,272.56,0,2.9,5.42,21.33,2,626.66,0,0,34.77,0,10.8
 48-58,0,0,1.11,0,34.11,1.71,0,650.81,4.25,9.56,6.09,172.4,0.49,11.31,1.55,8.12,0,4.43,3.6,1.58,0.64,242.85,1.16,4.85,36.58,2039.98,2.44,10.37,16.47,0,0.39,93.49,0,0,3.59,1.19,0,327.47,0,0,15.75,0,4.8
 60-70,0,0,0,0,31.84,1.28,0,796.62,8.81,11.88,8.77,151.36,5.24,4.9,0.66,4.26,1.9,0.59,9.61,1.37,4.02,252.45,0.65,11.1,29.51,1965.2,1.31,6.9,6.07,0,2.08,49.9,0,0,5.32,8.05,0,206.76,1.98,6.73,7.49,0.85,12.43
 72-82,0,0,0.62,0.75,29.22,19.56,0.76,344.23,9.24,1.17,8.48,120.22,2.46,0,2.69,2.23,0.58,0.75,4.53,12.67,2.32,175.59,1.57,12.65,14.63,762.9,2.47,0.79,23.42,0,1.42,26.26,0,0,8.63,0,0,88.09,0,5.37,25.98,0.56,7.76
 84-94,0,0,0.66,0,25.27,25.14,2.47,318.5,2.92,0.55,13.71,91.92,6.37,2.64,0,3.88,7.7,5.51,0,1.98,8.47,151.05,2.97,12.59,17.55,610.1,1.95,9.48,26.49,0,5.53,105.25,0,0,5.2,0.63,0,47.51,1.56,12.04,16.7,4.67,16.39
 96-106,0,0,3.17,0,45.35,8.8,1.6,231.67,5.75,6.33,4.01,78.85,9.1,0,5.36,8.62,0.99,0.75,5.7,2.6,1.06,127.09,0,4.45,22.93,549.43,0,8.63,18.27,0,3.7,67.92,0.76,0,2.96,5.54,0,16.81,2.47,8.2,25.89,5.41,1.51
108-118,0,0,0,0,23.64,10.17,3.5,239.84,20.68,1.71,4.19,85.49,13.23,0,2.31,9.28,3.11,6.27,1.32,8.24,3.42,126.22,1.19,6.44,19.24,597.45,1.25,6.47,18.1,0,1.6,61.17,0,0,7.09,1.04,0,35.05,2.96,4.35,8.84,8.5,17.43
120,0,0,0,0,35.7,1.46,10.07,129.12,26.37,1.12,0,126.61,8.73,0,0,22.05,1.61,9.58,16.12,0,0,129.78,1.1,3.51,25.46,786.23,2.85,3.27,7.27,0,3.42,42.02,0,0,5.05,0,0,14.68,0,12.69,23.97,0,3.28
