stage,blastomeres,glial,mesenchyme,neural
  5-6,41.19,0,0,0
 36-46,0,0,1.49,0.64
 48-58,0,1.38,0,0.43
 60-70,0,0,0,3.4
 72-82,0,0,0,2.44
 96-106,0,0,0,16.67
108-118,0,0,0,3.69
