stage,epidermis,eye,mesenchyme,neural,olfactory,spinal_cord,xanthophores
  7-9,0,0,0,5.62,0,0,0
 48-58,0,0,0,1.01,0,0,2.48
 60-70,0,0,0,0,5.39,0,0
 72-82,0,0,5.22,0,0,0,0
 84-94,0,0,0,1.87,174.61,1.8,0
 96-106,0.98,1.97,0,0,18.75,0,0
108-118,0,0,0,0,10.2,0,0
120,0,0,0,0,43.82,0,0
