stage,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,23.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,15.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.36,5.45,0,0,8.7,0,3.78,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60.8,0,0,0,10.61,0,0,0,0,0,0,0,0,0,0,0,0,0
 14-21,0,0,0,5.13,4.35,0,0,0,0,0,0,0,0,0,0,1.32,0,0,0,0,0.82,0,0,2.87,5.84,13.62,0,0,0,0,3.67,0,3.93,0,7.64,1.1,6.79,0,0,3.76,0,0
 24-34,0,0,1.54,7.61,0,0,5.46,1.76,3.2,0,0,0.63,0,0,0,0.6,0,0,0,1.95,4.63,0.69,0,11.37,66.09,5.82,7.94,0,0,0,62.85,0,0,1.39,0.67,11.78,13.83,0,0,28.6,0,0.61
 36-46,0,0,0,22.85,0,0,5.83,7.96,0,0,3.81,0.57,0,0,0.58,3.48,0,0,0,11.89,13.52,0,0,11.75,207.58,2.47,5.02,0,0,0,95.45,0,0,23.85,6.39,3.73,30.48,0,0,18.82,0,0
 48-58,0,0,0,20.65,0,0,57.71,10.29,0.83,1.9,17.3,0.87,0,6.64,0,0,0,0,3.26,0.99,16.7,5.59,0.44,5.9,233.85,9.5,1.82,1.54,0,0,76.23,0,0,0.54,5.87,0,43.23,0,0,30.11,0,0.93
 60-70,0,0,0,14.31,0.81,0,219.62,2.6,3.54,0.88,55.61,0.85,0,1.57,1.42,0,0,0.84,0,8.2,24.4,0,0,0.58,316.8,5.59,1.98,0,0,0,93.79,0,0,0,4.49,0,54.71,0,0,34.79,0,3.65
 72-82,0,0,0,14.64,0,0,163.95,1.46,4.91,1.19,68.92,1.24,0.52,1.53,9.52,0.63,0,1.92,0,4.12,51.27,3.8,0.78,4.88,305.3,3.83,5.46,0,0,0,67.27,0,0,0,1.85,0,15.23,0.53,1.23,54.43,0,13.63
 84-94,0,5.77,0,36.08,11.16,4.57,197.3,4.42,5.7,2.22,74.53,7.68,0,1.9,9.62,0.55,0,0,0.57,0,61.58,2.1,0,2.91,188.49,5.58,7.36,0,0,0,128.8,0,0,4,1.3,0,22.47,0,0,36.75,0.82,2.77
 96-106,0,2.86,0,29.24,19.23,3.42,122.02,2.96,2.7,0,96.21,8.17,0,1.45,2.16,2.84,1.86,3.12,1.58,0,47.61,3.21,3.31,0.8,212.94,2.08,7.32,0,0,1.44,116.01,2.06,0,1.68,5.96,0,15.09,0,0,66.2,0,1.91
108-118,0,0.71,1.06,39.02,0,19.69,120.46,2.39,14.59,4.5,109.19,16,0,1.03,5.8,4.2,1.3,4.44,6.45,0,39.23,2.39,3.13,2.33,227.27,2.44,5.76,1.46,0,0.86,72.48,0,0,0.84,4.34,0,7.62,6.29,0,45.55,2.8,1.24
120,0,0,0,58.96,1.18,13.76,124.73,2.42,7.2,6.55,213.05,8.49,0,4.47,8.76,0,5.74,2.13,9.4,0,48.2,1.49,0,6.42,408.91,8.07,8.55,4.87,0,1.79,49.76,0,0,3.13,0,0,31.84,1.84,0,65.23,5.15,0
