stage,erythrocytes,lateral_line,mesenchyme,neural,otic
 14-21,1.07,0,0,0,0
 24-34,0,0,0,0,1.32
 36-46,0,3.34,0,0,0
 48-58,0,0,0,6.88,0.82
 72-82,0,0.79,0,5.78,5.25
 84-94,0,0,0,0,4.5
 96-106,0,4.22,0,0,9.33
108-118,0,1.03,1.89,0,10.13
120,0,0,0,0,17.53
