stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,12.63,344.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.21,0,0,0,0,0,0,0,0,0,0,0
  5-6,33.33,831.03,0,0,0,0,0,0,0,0,0,0,0,11.6,0,0,0,0,0,0,0,0,0,0,0,67.14,0,0,0,27.68,0,92.12,0,0,0,0,0,0,0,0,0,0,0
  7-9,108.37,49.51,0,74.33,0,0,0,330.73,0,0,0,0,0,86.48,0,0,0,0,0,0,0,0,0,0,0,1587.84,124.6,0,0,690.89,0,14.21,7.8,0,12.83,0,0,0,0,0,0,0,0
 10-12,0,90.85,0,115.27,0,26.21,0,193.12,0,0,0,0,0,36.67,0,0,0,0,0,0,0,0,0,0,0,1851.56,278.21,0,0,722.99,0,18.95,23.03,0,69.96,0,12.7,0,0,0,0,0,0
 14-21,1.77,0.9,13.2,352.05,4438.25,337.36,0,1038.14,0,5.17,0,39.65,61.04,9.93,29.98,18.3,46.01,7.57,10.3,28.34,89.83,1591.07,22.69,0,1549.31,3710.79,1587.68,23.19,206.71,99.83,0,570.91,5.5,427.38,506.89,152.59,1007.15,750.68,0,0,84.92,0,32.23
 24-34,4.02,1.67,13.12,170.83,1680.54,79.62,0,1097.38,4.45,44.37,28.97,88.39,70.02,2.21,41.69,22.83,27.48,13.01,46.53,64.52,106.86,2208.58,28.36,11.97,719.17,4685.51,342.34,186.87,284.6,0,6.94,803.78,0,8.25,273.83,63.3,327.36,1035.07,0,0,320,0,26.25
 36-46,0,0,4.46,15.3,691.28,36.03,0,757.48,32.26,112.81,82.64,134.89,64.41,0,73.51,60.31,24.18,18.12,12.63,83.84,78.83,1755.02,11.63,65.35,440.06,4276.17,186.93,163.29,173.64,0,6.89,724.32,1.63,3.2,163.73,42.38,14.29,881.22,0,5.7,116.98,2.33,42.46
 48-58,1.32,0,1.47,2.21,233.86,31.19,0,886.9,10.57,52.08,83.84,244.97,41.23,16.42,46.66,30.47,9.57,15.58,27.59,51.65,33.6,1314.71,8.22,50.47,217.35,3787.03,58.4,85.38,99.35,0,5.96,362.01,0,0,68.63,22.02,0,829.69,0,0.86,106.95,1.68,92.54
 60-70,0.64,0,2.28,0,239.28,30.98,2.15,2298.79,21.78,85.27,86.02,325.23,45.05,1.54,58.7,100.82,23.82,38.76,34.94,43.01,16.27,1606.15,5.86,71.44,156.01,5148.16,56.05,74.85,114.96,0,7.07,357.13,0.64,0,58.58,8.87,0,738.04,8.4,38.43,99.48,17.83,57.05
 72-82,0,0,28.38,2.76,265.01,196.1,2.85,3584.87,22.28,68.88,162.24,576.62,60.53,1.26,66.15,79.3,20.2,42.3,68.83,41,7.18,2189.93,16.13,65.88,148.36,5879.98,19.29,158.54,214.1,1.13,16.83,209.13,0,0,42.05,10.62,0,614.21,40.19,64.04,212.39,60.9,97.78
 84-94,0,0,34.55,6.84,570.9,218.35,11.5,3029,29.3,167.53,130.26,452.04,85.5,0.99,41.42,129.23,48.65,59.31,76.29,88.76,13.32,1994.14,19.05,76.34,166.47,4143.13,39.06,160.28,243.87,0,20.79,869.25,2.8,0,83.82,14.79,0,411.09,69.68,65.61,227.96,50.23,50.33
 96-106,1.12,0,44.88,0.71,729.57,319.41,6.83,3742,30.51,185.19,151.12,790.55,112.77,0,119.79,205.79,78.43,44.89,134.61,108.55,14.21,2375.02,29.65,95.1,171.82,4345.85,34.29,274.41,316.07,0,44.08,672.59,1.35,0,82.5,22.4,0,194.59,85.25,98.85,335.5,103.76,71.68
108-118,3.57,0,17.01,4.51,723.84,252.63,37.91,3385.95,41.65,225.6,167.47,804.73,97.11,2.74,58.31,194.92,80.37,102.54,91.62,251.17,34.65,3019.95,15.63,111.23,206.41,7107.11,41.41,187.31,334.68,0,100.57,552.6,0,0,86.59,15.45,0,243.51,90.44,69.09,242.94,95.31,104.18
120,2.23,0,5.69,3.17,431.5,187.12,38.44,2474.24,26.52,161.54,181.06,890.49,120.29,0,64.27,173.37,47.73,99.38,80.79,88.08,17.43,2306.06,12.33,122.76,214.16,6652.7,56.38,143.73,308.25,0,78.21,427.88,0,0,52.51,0,0,203.41,52.05,86.93,325.33,93.83,51.88
