stage,blastomeres,immune,neural
  3-4,41.69,0,0
  5-6,52.06,0,0
  7-9,0,0,17.94
 10-12,0,0,4.57
 48-58,0,1.13,0.99
 72-82,0,0,4.35
120,0,0,12.52
