stage,epidermis,eye,fast_muscle,glial,immune,lateral_line,mesenchyme,neural,olfactory,periderm,spinal_cord,taste
 14-21,0,0,0,0,0,0,0,1.22,0,0,0,0
 24-34,0,0,0,0,0.71,0,0,0,0,0.78,0,0
 36-46,0,0,0,0,0,0,0,0.78,0,0,0,0
 48-58,0,0,0,3.48,7.85,0,0,0,0,0,0.54,0
 60-70,0,0,0,0,0,0,0,0,0,0.68,0,0
 84-94,0,0,0.56,0,8.95,0,1.35,1.85,1.28,0,0,1.55
 96-106,2.41,0.99,0,0,13.97,0,0,3.34,0,17.27,0,0
108-118,0,0,0,0,12.46,0,0.91,0,0,5.9,0,0
120,7.94,0,0,0,28.47,5.32,0,4.37,0,0,0,0
