stage,axial,blastomeres,eye,glial,gut,iridophores,mesenchyme,mural_cell,neural,notochord,otic,periderm,spinal_cord,taste
  5-6,0,6.91,0,0,0,0,0,0,0,0,0,0,0,0
 36-46,0,0,0,0,0,0,1.42,0,0,0.6,0,0,0,0
 48-58,0,0,0,0,0,8.77,0,0,0,0.58,0,0,0,0
 60-70,0,0,0.68,7.77,0,10.78,1.41,0,1.72,0,0,0,0,0.61
 72-82,0,0,3.65,18.86,0,6.14,6.29,0,3.1,0,0,0,0,0
 84-94,0,0,0,8.36,0,6.6,1.19,0,0,1.53,0,0,0,0.66
 96-106,0,0,10.79,13.85,0,5.02,2.66,0,0,1.31,1.16,0,0,0.61
108-118,0,0,2.87,9.32,1.16,15.18,1.02,0.92,3.7,3.08,0.89,0.44,0,0.44
120,2.37,0,0,12.49,0,0,0,0,0,3.31,0,0,10.7,1.99
