stage,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,24.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,39.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,0,0,16,0,6.96,0,3.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66.83,0,0,0,12.3,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,6.22,0,0,0,6.14,0,28.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,400.32,21.97,0,0,25.55,0,0,0,12.47,0,6.54,0,0,0,0,0,0
 14-21,0,0,0,1.81,2.63,0,5.63,0,0,0,0.93,0,1.97,0,0,0,0,0,0,0,17.06,0,0,6.18,217.01,3.03,0,0,0.94,0,0,2.78,0,0,2.03,60.32,0,0,0,0,0
 24-34,0,0.6,0,0,1.05,0,46.03,0,0,0.69,5.94,0,0,0,0,1.18,0,0,0,0,67.24,0,0,20.55,844.69,0,2.26,0,0,0,0.77,0,5.52,0,2.49,178.96,0,0,0,0,0.69
 36-46,0,0.73,0,2.59,0,0,22.35,3.98,0,2.33,20.43,0,0,0,0,0,0,0,0,0,89.1,0,0.72,19.49,1198.47,0,1.03,0.72,0,0,10.66,0,0.86,0,0,258.34,0,0,0,0,0
 48-58,0,0,0,9.35,0,0,167.57,0,7.16,7.13,39.76,0,0,0,0,0,0,0,0,0,113.24,0.41,2.89,12.23,1285.85,0,0.77,0,0,0,4.03,0,0,3.57,0,198.64,0,0,2.84,1.28,1.29
 60-70,0,0,0,0.64,0,0,525.09,0,0,10.54,57.28,0,0,0,0,0,0,0,0,0,159.62,0,1.84,20.81,1622.96,0,2.04,0,0,0.71,0,0,0.58,0,0,150.42,0,4.04,0,0,8.49
 72-82,0,0.61,0,10.67,6.01,0,1111.04,2.24,0,16.23,60.61,0,0,0,1.17,0,0,0.56,0,0.85,209.88,0,7.03,8.42,1539.82,0,1.45,2.7,0,0.87,0,0,0,0,0,109.07,0,9.16,1.53,2.45,9.59
 84-94,0,0,0,6.64,16.36,0,1091.61,0,2.49,11.65,58.5,0,0,0,1.68,1.89,0.62,0,0,0,228.78,0,5.4,19.99,1118.11,0,0.64,0.72,0,0.79,3.77,0,0,0,0,80.19,0,4.71,1.6,9.15,2.4
 96-106,0,2.44,0,5.41,1.73,0,1413.96,0,0,8.78,48.71,0.56,0,0.87,9.31,0,0.81,0,7.58,0,183.8,0,13.57,2.63,808.47,0,0.57,0,0,13.1,14.24,0,0,0,0,55.18,0,3.56,2.39,5.09,20.61
108-118,0,0,0,9.03,1.47,2.73,1391.57,0,0.46,18.97,47.38,0.85,0,8.85,3.93,0,0.51,0,0,5.08,236.84,1.15,10.03,7.57,1166.26,0.54,2.46,0,0,1.63,4.14,0,2.12,0,0,29.9,4.18,6.58,5.77,9.71,0
120,0,0,0,65.46,0,0,1379.3,0,1.44,18.92,68.98,0,0,7.76,0,9.24,0,0,7.39,0,239.23,1.1,3.59,11.24,2111.91,0,12.08,8.7,0,9.21,4.47,0,0,0,0,7.65,0,7.31,4.57,10.67,0
