stage,epidermis,eye,glial,gut,neural,olfactory,vasculature
  7-9,0,0,0,0,5.19,0,0
 14-21,0,0,0,0,1.09,0,0
 36-46,0,0,0,0,1.57,3.03,0
 48-58,0.87,0,0,0,7.55,0,0
 60-70,0,1.17,0,0,0,0,0
 72-82,0,0,0.84,0,2.3,0,1.38
 96-106,0,9.14,0,0,1.87,0,0
108-118,0,0,1.62,0.43,2.91,0,0
120,0,0,3.47,0,12.97,0,0
