stage,gut,mesenchyme,paraxial_mesoderm,periderm
  7-9,0,0,5.91,0
 24-34,0,0,0,0.78
 36-46,0,0,0,23.23
 48-58,0,0,0,2.54
 60-70,0,0,0,12.59
 72-82,0,0.72,0,4.3
 84-94,2.28,0,0,1.66
 96-106,0,0,0,6.44
108-118,0,0,0,6.51
120,0,0,0,4.1
