stage,neural,olfactory,periderm
 36-46,1.16,18.28,0
 60-70,0,10.04,0
 72-82,0,41.14,0
 84-94,0,7.03,0
 96-106,0,83.65,1.58
108-118,0,9.81,0
120,0,13.23,0
