stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,0,647.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.91,0,0,0,0,0,0,0,0,0,0,0
  5-6,18.74,389.18,0,0,0,0,0,0,0,0,0,0,0,18.06,0,0,0,0,0,0,0,0,0,0,0,7.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,43.2,6.2,0,18.15,0,0,0,36.59,0,0,0,0,0,16.76,0,0,0,0,0,0,0,0,0,0,0,482.09,27.52,0,0,170.3,0,5.11,0,0,0,0,0,0,0,0,0,0
 10-12,0,14.68,0,29.75,0,0,0,22.59,0,0,0,0,0,19.64,0,0,0,0,0,0,0,0,0,0,0,342.01,33.85,0,0,133.22,0,0,0,17.82,0,7.71,0,0,0,0,0,0
 14-21,0,0,1.11,4.69,15,6.37,0,12.84,0,0,0,3.42,0.91,0,0,0,3.15,0,0,0.92,0,10.05,0,0,9.86,177.47,13.87,0,0,1.23,1.42,0,30.69,0.9,0.91,37.07,58.16,0,0,0,0,0
 24-34,0,0,0,0,11.97,0,0,16.14,0,0,0,8.19,0.73,0,1.48,0,2.19,0,0,0,0,16.31,0,1.66,6.14,187.02,1.51,6.8,0,0,0,0,0,0,0,5.18,47.55,0,0,3.09,0,0.98
 36-46,0,0,0,0,0.67,0.58,0,18.76,0,0,1.84,15.9,0,0,1.71,0,1.57,0,4.95,4.19,0,14.16,0,1.42,3.29,135.49,0.88,2.17,1,0,1.71,0,0,1.03,0,0,52.55,0,0,1.31,0.78,0
 48-58,0,0,0,0,0,0,0,28.65,0,0,1.49,19.22,0,0,0.94,0,0,0,0,0.39,0,34.72,0,3.21,3.47,142.71,1.87,1.2,0,6.64,1.06,0,0,0.53,0,0,49.92,0,0,5.17,0,0
 60-70,0,0,0,0,0,0,0,57.9,0,0,1.74,28.32,0,0,0,0,0,0,0,0,0,40.82,1.01,0.89,1.7,113.98,5.78,0,2.61,0,3.68,0,0,0,0,0,29.68,0,0,11.57,0.8,0
 72-82,0,0,0.53,0,2.24,4.86,0,63.4,0,0,0,31.36,1.63,0,1.6,0,0,0,0.72,0.79,0,57.48,0,3.93,1.96,119.4,0,1.24,2.73,0,0.53,0,0,0,0,0,12.01,0,1.74,0.8,0.65,0.82
 84-94,0,0,0.66,0,8.21,0,0,51.42,0,0.56,0.59,10.8,5.79,0,0,2.05,0,0,0.78,1.62,1.25,53.9,0,0,3.3,120.44,1.14,2.17,2.37,0,16.95,0,0,0,0,0,17.6,1.37,1.26,9.5,0.68,0
 96-106,0,0,0,0,8.95,0,0,24.81,0.57,0.66,4.51,28.99,4.02,0,0.58,0,0.9,0,0,1.45,0,49.7,5.65,0,3.62,108.81,2.81,3.1,0,0,27.67,0,0,0,0.64,0,8.68,0.59,0,3.25,1.57,3.81
108-118,0,0,1.52,0,14.18,0,1.72,46.24,0,2.62,0.6,22.18,3.19,0,1.65,8.44,0.46,1.16,2.06,3.79,0,31.82,2.65,2.74,6.52,127.07,0.42,3.81,1.15,0,12.64,0,0,0.42,0,0,1.48,1.47,1.44,6.27,1.87,4.51
120,0,0,0,0,27.9,1.94,0,19.59,1.04,8.18,0,12.08,0,0,0,0,0,2.93,0,1.47,0,61.4,0,6.75,6.64,177.88,1.39,0,2.43,0,13.77,2.5,0,8.6,0,0,2.5,1.24,0,10.52,1.59,0
