stage,eye,glial,liver,mesenchyme,neural,periderm,spinal_cord,vasculature
 10-12,0,0,0,0,3.21,0,0,0
 24-34,0,0,1.4,0,0,0,0,0
 48-58,0.41,0,0,0,0,0,0,0
 60-70,0.73,0,1.61,0,0,1.16,0,0
 72-82,0.8,0,5.13,0,0,0,3.17,0
 84-94,0,0,0,2.01,0,6.38,0,3.59
 96-106,0,0.56,0.84,1.34,0,2.03,0,0
108-118,0,0,0.99,2.02,0,12.12,0,0
120,0,0,1.84,0,0,2.51,0,0
