stage,axial,blastomeres,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,37.2,2732.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125,0,0,0,0,0,0,0,0,0,0,0
  5-6,154.4,1069.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.44,0,0,0,0,0,36.33,0,0,0,0,0,0,0,0,0,0,0
  7-9,3.28,0,0,0,0,0,9.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57.57,0,0,0,17.71,0,0,37.78,0,0,0,0,0,0,0,0,0,0
 10-12,0,0,96.79,0,0,0,4.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,251.6,0,0,0,476.26,0,0,26.9,13.59,30.32,0,0,0,0,0,0,0,0
 14-21,0,1.36,0.85,31.6,0,0,9.93,0,0,0,1.08,5.33,0,0,0,2.86,0,0,0,0,23.52,1.14,0,8.98,125.13,1.89,0,0.98,4.08,0,4.71,2.8,114.42,1.84,2.99,44.2,39.17,0,0,7.11,0,0
 24-34,0,0,0.74,47.87,0,0,24.71,0,0,0,5.47,0,0,1.12,0,5.72,0,1.09,1.04,0,22.73,1.24,0.89,18.8,341.74,0.99,1.25,1.03,0,0,18.39,0,0,14.54,2.27,4,37.52,0,0,55.93,0,0.83
 36-46,0,0,0,9.18,0,0,21.04,8.99,0,0,14.59,0.56,0.76,0.92,0,9.76,0,0,0,0,15.07,0.56,2.85,12.38,386.45,0,0,2.57,0,0,1.83,0,0,7.32,2.3,0,21.58,0,0,0.65,0,10.24
 48-58,0,0,0,10.58,0,0,39.59,2.75,1.23,1.38,27.87,2.21,0,1.67,0,2.76,0,1.4,1.59,19.04,69.68,0,0.46,6.52,570.49,0,0,0.42,0,0,3.89,0,0,7.23,0,0,20.56,0,0.44,11.2,0,0
 60-70,0,0,0,18.24,0,0,106.16,2.93,2.84,0,59.39,1.57,0,2.22,0,6.51,1.98,0,5.16,17.47,162.32,0,0.7,6.66,1025.75,7.44,0,4.23,0,0,8.6,0,0,8.71,1.94,0,35.75,0,0.8,11.15,2.72,8.73
 72-82,0,0,0,16.69,0.82,0,260.7,0,4.22,0.7,112.38,3.04,1.02,0,4.16,6.74,6.36,1.48,0.79,7.41,168.49,0,2.91,6.71,1486.36,0,1.77,8.19,0,6.06,0.54,0,0,3.19,0,0,36.76,0,1.58,53.4,0,9.45
 84-94,0,0,0,38.48,0,1.17,201.24,0.69,8.47,0.86,72.54,14.79,0,0,7.42,23.94,4.93,0,11.04,16.91,146.8,0.76,1.16,9.84,1092.45,2.22,0.61,9.53,0,0,4.35,0,0,5.49,0,0,20.63,0,3.28,48.35,2.23,0
 96-106,0,0,0,22.68,9.58,0,229.91,1.93,3.45,11.07,159.45,6.35,0,0,4.3,9.01,6.52,0.75,9.41,19.18,85.11,2.13,1.82,7.76,1056.38,0.7,6.23,10.3,0,1.61,3.14,0,0,14.58,5.77,0,5.06,0,4.78,77,0,16.83
108-118,0,0,0.74,49.11,0,0,204.3,7.82,6.46,1.24,108.44,6.27,0,0,10.58,14.92,8.66,1.39,3.09,36.38,83.01,3.03,1.9,9,1121.57,1.88,5.24,5.21,0,8.41,5.54,1.06,0,12.28,0.48,0,6.02,0.71,2.34,100.23,3,12.23
120,0,0,0,53.2,0,0,237.41,6.44,1.58,0,137.06,13.01,0,0,1.01,7.47,21.5,0,18.38,18.24,89.68,0,0,9.04,1659.89,0,7.3,3.27,0,19.49,4.96,0,0,14.08,0,0,19.94,6,5.31,92.02,4.54,0
