stage,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,157.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,136.08,0,0,0,0,0,0,0,0,0,0,0,7.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.84,0,0,0,0,0,0,0,0,0,0,0
  7-9,7.25,0,0,0,0,0,29.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,364.03,75.04,0,0,148.7,0,0,11.11,0,0,0,0,0,0,0,0,0,0
 10-12,92.74,0,244.86,0,0,0,70.34,0,0,0,0,0,0,0,0,0,0,0,19.68,0,0,0,0,0,2602.25,233.14,0,0,1167.84,0,7.72,15.03,5.64,17.68,0,6.48,13.08,0,0,0,0,0
 14-21,0,1.23,8.38,397.94,17.83,0,22.04,0,10.33,0,46.71,13.51,0,1.81,0,0,0,0,0,1.81,103.41,0,0,154.22,446.8,77.6,0,83.59,260.89,0,0,1.81,126.59,3.04,4.1,38.46,820.93,0,0,30.28,0,0
 24-34,0,4.46,5.56,277.84,10.93,0,83.76,0,24.21,16.8,127.48,0.66,0,21.21,0,0.63,0,0.68,10.81,1.82,597.27,0.74,0.91,454.75,1380.21,12.97,1.72,24.65,0,1.14,6.45,0,0,3.56,0,91.41,996.33,0,0,293.57,0,7.43
 36-46,0,0.95,0.63,271.82,12.35,0,73.75,0,10.12,48.68,200.61,3.79,0,29.36,0,4.83,0,0,7.87,6.13,1012.98,2.03,10.99,391.2,1061.99,5.51,1.58,10.62,0,0,9.36,0,1.39,3.84,0,0,956.83,0,5.82,226.65,1.55,5.25
 48-58,0,1.16,0,263.26,0,0,73.64,0,41.42,44.02,246.8,1.15,0,17.65,0,0,0,2.44,5.95,2.55,1056.5,2.96,6.99,160.81,369.41,0,0,8.31,0,3.31,4.39,0,0,1.49,6.18,0,500.64,0,12.14,171.95,4.22,11.94
 60-70,0,0,0,240.54,0,0,88.14,0,25.84,42.83,329.76,4.65,0,11.9,0,3.42,0.85,6.3,2.83,0,1331.53,0.78,54.31,163.6,229.22,3.11,0,23.64,0,15.12,0.64,0,0,3,0,0,219.34,0,54.24,72.98,25.4,31.45
 72-82,0,2.27,0.75,167.89,0,0,80.63,0,13.54,78.87,284.66,14.1,0,12.47,1.12,4.14,0.93,7.49,10.13,0,1235.99,5.2,68.04,105.97,172.01,0,0,37.41,0,10.72,3.39,0,0,4.49,0,0,158.26,4.39,67.7,175.07,69.75,17.84
 84-94,0,0.66,0,341.75,5.48,0,118.72,0,26.15,59.62,290.82,16.67,0,20.39,4.6,10.91,0,16.03,0,2.87,1129.87,3.83,105.46,140.26,198.64,0,1.22,30.61,0,13.46,2.39,0,0,2.65,0,0,125.15,2.23,57.01,142.05,103.32,3.53
 96-106,0,0,0,230.01,2.32,0,79.61,0.87,11.31,89.5,263.15,20.77,0,17.42,0.88,10.76,0,18.02,10.32,7.05,1050.79,3.37,82.32,73.85,147.27,0.64,4.83,36.56,0,36.69,9.98,0,0,3.25,6.18,0,133.49,4.54,65.39,151.75,70.67,9.85
108-118,0,0,0,247.45,2.04,0,75.02,0.49,33.82,52.19,259.7,25.84,0,6.67,5.37,12.29,1.66,14.4,1.96,2.36,1274.58,1.87,85.9,79.88,195.94,0,3.79,35.85,0,43.84,6.28,0,0,6.48,0,0,68.17,8.94,27.26,120.87,64.49,0
120,0,0,0,259.96,3.81,2.68,84.41,0,62.91,64.19,387.65,44.51,0,20.11,18.48,1.05,0,19.19,4.74,0,1282.79,3.38,96.29,83.81,197.84,4.44,8.07,47.34,10.96,25.21,2.32,0,0,0,0,0,46.46,4.42,84.08,201.03,155.15,0
