stage,endoderm,eye,fin_mesenchyme,glial,mesenchyme,muscle,neural,paraxial_mesoderm,spinal_cord
 10-12,10.37,0,0,0,0,0,16.95,17.41,0
 24-34,0,0,0,0,2.51,0,2.29,0,1.11
 48-58,0,2.77,0,0,0,0,0,0,0
 60-70,0,0,0.86,0.61,0,0,0,0,0
 72-82,0,0,0,0,0,0,0.59,0,0
 84-94,0,0,0,0,0,0.88,0,0,0
