stage,epidermis,eye,neural,paraxial_mesoderm
 10-12,0,0,3.96,6.16
 48-58,0,2.7,0,0
 60-70,0,7.76,0,0
 72-82,0,5.63,0,0
 84-94,0.69,11.18,3.8,0
108-118,0,1.35,0,0
