stage,eye,mesenchyme,neural
 36-46,0.68,0,0
 48-58,0,0,0.42
 60-70,3.53,0,1.74
 72-82,5.21,0.65,0
 84-94,7.13,0,1.08
 96-106,11.72,0,1.06
108-118,14.21,2.6,0
