stage,eye,fin_epithelia,mesenchyme,neural,paraxial_mesoderm,spinal_cord
 10-12,0,0,0,14.6,9.43,0
 24-34,0,0,0,12.11,0,0
 36-46,0,0,0,1.21,0,0.72
 48-58,0,0,0,3.18,0,0.48
 60-70,3.98,0,0,0.93,0,0
 72-82,0,0,0,0,0,1.13
 84-94,0,0,0,0.91,0,5.53
 96-106,3.94,0,7.03,0,0,0
120,0,1.62,0,5.19,0,0
