stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,0,364.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.47,0,0,0,0,0,0,0,0,0,0,0
  5-6,36.32,94.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.46,6.07,0,0,0,0,15.54,0,0,0,0,0,0,0,0,0,0,0
  7-9,0,0,0,4.56,0,0,0,6.27,0,0,0,0,10.96,0,0,0,0,0,0,0,0,0,0,0,59.68,0,0,0,16.28,0,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,22.01,0,27.6,0,0,0,30.75,0,0,0,0,19.34,0,0,0,0,0,0,0,0,0,0,0,424.27,14.68,0,0,87.42,0,0,0,0,0,0,0,3.51,0,0,0,0,0
 14-21,0,0,0,6.41,81.22,25.1,0,19.83,0,0,11.9,8.27,1.62,0.81,0,2.75,0,0,1.76,0,26.71,0,0,24.11,654.12,49.63,4.38,4,8.01,0,4.29,1.27,26.26,3.79,5.85,25.58,208.86,0,0,5.8,0,0
 24-34,0,0,1.29,0.82,12.29,20.93,0,151.17,2.49,4.71,30.9,1.83,0,0.67,0,0.7,0,2.98,0,1.95,78.11,0.93,0,28.08,1303.97,10.96,7.35,11.14,0,0,25.93,0,0,1.35,0,10.19,344.64,0,0,46.8,0,8.15
 36-46,0,0,1.64,0,30.44,4.79,0,366.09,0.62,6.42,25.39,0,0,1.47,0,0,0.71,0,1.29,4.76,70.2,3.75,1.54,23.74,1331.9,7.4,1.31,6.55,0,0,8.35,0,0,0,0,0,354.08,0,0,15.58,0,27.44
 48-58,0.58,0,0,0,14.3,2.93,0,609.47,5.49,15.42,54.23,0,0,3.07,2.32,0,2.27,1.76,0,12.76,106.22,0.95,5.59,11.43,1443.16,0,6.57,2.46,0,0,42.76,0,0,0,0,0,292.9,0,0.51,5.49,0,22.97
 60-70,0,0,0.62,0,15.84,3.33,0,753.14,0.69,5.99,63.6,0,0,0,0,0,1.57,2.59,1.32,5.78,103.73,3.58,3.35,5.78,1738.78,2.25,9.93,11.71,0,1.21,9.42,0,0,0,0,0,192.06,0,0,6.45,0.87,12.2
 72-82,0,0,2.17,0,17.13,0.52,0,810.32,2.07,14.36,76.13,5.51,0,3.21,11.74,1.07,6.19,3.12,14.35,0,123.09,2.61,11.2,7.72,1333.73,6.42,4.31,4.76,0,4.02,11.05,0,0,1.11,0,0,131.7,3.06,7.41,6.25,14.47,2.17
 84-94,0,0,0.66,0,19.39,5.19,1.48,675.88,3.37,5.78,46.84,6.19,0,0,5.75,3.61,5.3,0,3.49,1.11,118.93,4.24,4.68,11.36,1036.36,0,2.97,16.8,0,0,23.56,0,0,3.24,0,0,121.04,1.23,7.66,8.15,5.49,2.44
 96-106,0,0,3.66,0,16.4,23.45,0,739.5,5.52,14.04,89.33,7.94,0,3.63,0.73,1.59,7.64,5.06,3.28,0,113.6,2.8,3.62,8.91,841.13,2.08,5.1,17.21,0,1.47,20.5,0,0,5.51,0,0,32.82,1.99,4.54,13.43,2.89,1.91
108-118,0,0,0.91,0,25.69,7.69,4.67,744.37,1.79,11.27,92.3,9.04,0,0,1.76,3.71,4.41,9.4,7.44,1.13,106,2.8,3.55,5.69,1206.28,1.48,2.84,28.85,0,3.72,18.96,0,0,5.76,0,0,61.64,1.9,8.54,14.39,2.37,3.43
120,0,0,0,0,23.79,20.01,2.02,617.2,3.1,5.4,135.51,15.54,0,0,7.71,0,0,0,0,1.45,81.42,6.27,23.93,19.42,1312.6,0,4.99,13.61,0,20.72,14.1,0,0,7.21,0,0,51.06,1.37,10.65,0,13.17,0
