stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,115.4,2681.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66.99,0,0,0,0,0,0,0,0,0,0,0
  5-6,163.66,2053.12,0,0,0,0,0,0,0,0,0,0,8.74,0,0,0,0,0,0,0,0,0,0,0,50.97,0,0,0,7.98,0,7.58,0,0,0,0,0,0,0,0,0,0,0
  7-9,31.15,11.59,0,24.73,0,0,33.7,0,0,0,0,0,23.37,0,0,0,0,0,0,0,0,0,0,0,398.76,50.14,0,0,419.47,0,4.34,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,6.96,0,32.58,0,15.7,14.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,445.36,49.85,0,0,195.69,0,0,5.47,0,0,0,5.41,0,0,0,0,0,0
 14-21,0,0,2.33,4.65,25.69,17.07,1.88,0,0,0,1.99,1.92,0,0,0,0,0,0,5.61,3.72,9.79,0,0,10.98,89.79,5.02,0,2.25,2.76,0,4.42,0,25.84,5.42,14.74,38.43,29.86,0,0,26.79,0,0
 24-34,0,0,0.81,0,16.74,2.65,11.39,0,2.07,2.52,7.18,1,0,2.42,1.72,0,0,0.73,0,0,35.61,0,0,15.42,237.62,4.59,3.2,0.7,0,0,10.3,0,0,0,1.9,8.5,46.9,0,0,38,0,0.89
 36-46,0,0,0,0,11.68,0,53.76,0,4.68,0,21.15,0,0,2.42,1.35,0,0,0,0,0.7,43.32,0,1.13,5.81,469.35,2.8,2.03,0.58,0,0,3.88,0,0,1.28,0,0,107.16,0,0,36.45,0,2.94
 48-58,0,0,0,0,11.53,0,106.49,1.07,0.37,5.95,27.24,0,0,2.06,0.7,0,0,0,0,8.65,45.59,0,0,8.11,506.31,0,0.41,0.67,0,0,10.13,0,0,0,0,0,98.41,0,0,26.37,0,2.22
 60-70,0,0,0,0,7.98,0,148.23,0,4.05,0,47.62,0,0,0.77,0.57,0,0,2.2,0.72,0,68.28,0,5.42,7.87,442.99,0,1.48,3.63,0,0,8.42,0,0,0.73,0,0,71.84,0,1.79,20.52,0,11.64
 72-82,0,0,0,0,2.62,1.07,67.89,0.53,2.24,2.97,44.85,1.38,0,2.1,1.63,0.61,0.64,0.61,2.39,0,70.03,0,0.63,6,376.2,0,5.12,4.53,0,1.1,1.6,0,0,1.5,0,0,64.55,0.53,0.52,23.8,0,6.87
 84-94,0,0,1.05,0,23,6.33,92.05,0,5.26,1.16,19.73,2.38,0,6.04,1.83,0.76,1.51,0,0.89,3.66,81.4,1.76,3.75,8.9,270.06,0.65,0,2.59,0,0,14.39,0,0,3.87,0,0,29.14,0.6,7.36,27.26,3.83,16.41
 96-106,0,0,2.33,0,15.61,1.44,78.5,0,3.94,2.43,31.16,2.98,0,0.62,7.87,2.71,0,0,0,0.69,62.38,0,2.3,9.98,212.41,0,0.59,1.44,0,0,6.88,0,0,1.71,0,0,8.22,1.26,0,34.66,1.13,7.7
108-118,0,0,0.8,0,20.42,0,36.67,0.69,6.18,2.66,28.85,0,0,0.8,6.2,1.24,1.63,0,1.1,4.51,76.42,1.15,6.48,6.33,335.56,0.81,0,1.44,0,2.78,10.45,0,0,0,0,0,21.14,0,4.96,36.23,0,10.77
120,0,0,0,0,15.72,0,33.43,0,4.06,0,22.62,0,0,0,2.85,1.17,0,0,0,0,60.93,0,0,6.75,233.62,2.06,8.23,1.66,0,0,6.68,0,0,0,0,0,11.54,0,1.46,5.74,0,0
