stage,axial,blastomeres,endoderm,erythrocytes,eye,hatching_gland,neural,notochord,paraxial_mesoderm,periderm,pgc,pronephros,spinal_cord
  3-4,284.48,4057.98,0,0,0,0,0,0,0,158.29,0,0,0
  5-6,386.47,4490.74,18.72,0,0,23.84,45.83,0,33.96,108.71,0,0,0
  7-9,37.36,165.47,76.51,0,371.38,40.06,2901.99,68.94,688.65,18.65,15.94,0,0
 10-12,0,41.28,57.41,5.46,123.15,29.58,1591.9,15.33,484.76,6.39,0,46.81,5.32
