stage,eye,neural,spinal_cord
  7-9,0,17,0
 10-12,5.44,14.39,0
 14-21,0,1.17,0
 24-34,0,0,1.03
 36-46,0,11.51,2.54
 48-58,0,3.24,0.9
 60-70,0,16.24,0
 72-82,5.33,21.03,0.72
 84-94,6.18,9.61,0.87
 96-106,1.87,7.82,6.3
108-118,3.27,10.93,0
120,0,25.16,0
