stage,eye,olfactory,periderm,slow_muscle
  5-6,0,0,6.49,0
 14-21,0,0,0,1.32
 36-46,0,15.04,0,0
 48-58,0.64,7.74,0,0
 72-82,0,1.45,0,0
 84-94,0,6.98,0,0
 96-106,0,0.72,0,0
108-118,0,1.83,0.75,0
