stage,mesenchyme,mural_cell,neural,olfactory,periderm,spinal_cord,vasculature
 24-34,0,0,0,0,0,0.77,0
 36-46,0,0,3.63,0,0,0,0
 48-58,0.74,0,5.91,0,0,0,0
 72-82,0,0,4.88,0,2.08,1.8,5.48
 84-94,1.73,0,0,0,0,0,0
 96-106,0,0.84,0,0,1.44,0,0
108-118,0,0,0,0.47,0,0,0
