stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,25.53,1256.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66.15,0,0,0,0,0,0,0,0,0,0,0
  5-6,111.05,2116.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68.66,0,0,0,39,0,34.12,0,0,0,0,0,0,0,0,0,0,0
  7-9,32.23,47.88,0,87.54,0,0,166.66,0,0,0,0,0,41.94,0,0,0,0,0,0,0,0,0,0,0,1353.87,48.76,0,0,465.68,0,0,10.88,0,0,0,0,0,0,0,0,0,0
 10-12,0,48.05,0,76.47,0,0,57.57,0,0,0,0,0,7.24,0,0,0,0,0,0,0,0,0,0,0,1120.06,81.73,0,0,354.42,0,0,0,0,93.65,0,5.74,4.33,0,0,0,0,0
 14-21,0,0,0,1.91,38.3,2.73,10.03,0,0,0,5.71,1.94,0,3.18,0,0,0,0.84,0,0,16.62,0,0,14.06,186.58,23.28,0,3.88,5.96,0,8.6,0.91,25.93,1.06,4.06,21.71,77.84,0,0,4.56,0,0
 24-34,0.88,0,0.8,0,8.42,0.95,29.6,0,1.86,0.63,8.28,0,0.76,0.79,0,1.93,0,0,0.94,0.8,24.43,0.69,0.69,8.27,390.65,3.8,0,3.94,0,0,12.51,0,0,1.88,0,3.9,77.8,0,0,7.4,0,0
 36-46,0,0,0,0,8.7,0,44.68,0,0,0,7.61,0,0,1.28,0,0,1.81,0,0,2.7,49.44,4.32,0,8.84,404.11,0.58,0,0.58,0,0,22.4,0,0,0.67,0,0,107.72,0,0,4.97,0,2.92
 48-58,0,0,0,0,9.91,0.55,151.36,0,4.86,4.7,44.27,0,0,0.69,1.17,0.37,0,6.87,0,0,56.71,0,0.54,8.06,381.02,5.13,5.51,0.4,0,0,23.65,0,0,0.56,0,0,61.96,0,0,2.03,0,5.41
 60-70,0,0,0,0,11.85,0,177.22,1.96,1.69,0.85,19.11,0,0,0.88,1.24,0.6,0,2.83,0.78,0,24.77,0,0.71,5.9,358.23,1.36,1.19,1.51,0,0,7.84,0,0,0,0,0,41.32,0,0,3.39,0,0
 72-82,0,0,0,0,8.16,6.23,156.99,0,0.81,1.77,36.81,0.7,0.51,0,0.68,0.56,4.01,1.18,0,0,59.81,0,2.92,15.23,230.4,0,0,5.69,0,0.87,8.5,0,0,0,0,0,30.78,0.5,1.38,9.77,5.22,3.98
 84-94,0,0,0,0,12.04,0,145.08,0.55,0,6.23,16.62,2.89,0,0,0,1.56,0.55,0.66,4.39,0,37.96,1.16,6.11,8.61,185.21,1.54,9.29,1.85,0,3.75,18.52,0,0,0,0,0,18.01,1.17,0.71,14.59,2.12,10.8
 96-106,0,0,0,0,5.92,7,67.47,0,9.41,0,19.98,1.93,0,0,0.68,1.3,3.64,0,1.06,0,42.82,0,0,2.26,137.07,0,6.35,4.11,0,0,12.9,0,0,0.71,0,0,8.7,0.82,0,16.79,2.65,0
108-118,0,0,0,0,13.16,0,79.63,0,2,0.75,25.23,1.41,0,0,2.17,0,2.84,0.45,1.02,0,47.01,0.53,1.62,4.42,194.84,0,1.66,5.05,0,0,20.4,0,0,0,0,0,18.14,0,0,8.33,0,1.68
120,0,0,0,0,17.44,0,43.94,0,0,0,67.44,1.19,0,0,0,6.17,4.47,0,1.4,0,66.09,0,0,6.75,312.12,1.96,5.76,1.33,0,7.72,9.4,0,0,0,0,0,3.11,0,1.51,25.67,2.31,0
