stage,blastomeres,endoderm,epidermis,erythrocytes,eye,fin_epithelia,fin_mesenchyme,glial,mesenchyme,neural,paraxial_mesoderm,xanthophores
  5-6,80.84,0,0,0,0,0,0,0,0,0,0,0
  7-9,0,3.53,0,0,0,0,0,0,0,6.89,0,0
 10-12,0,8.32,0,0,0,0,0,0,0,3.67,10.22,0
 36-46,0,0,0,0,0,0.93,0,0,0,2.61,0,0
 48-58,0,0,0,0,0,0,0,0,0,2.56,0,0
 72-82,0,0,0,0.65,3.05,0,0.94,0,0,1.33,0,0.55
 84-94,0,0,0.72,0,0,0,0,0,0.65,3.09,0,0
108-118,0,0,1.38,0,0,0.58,0,5.86,0,0,0,0
