stage,epidermis,glial,mesenchyme,neural,olfactory,spinal_cord
  7-9,0,0,0,4.15,0,0
 14-21,0.91,0,0,2.04,0,2.63
 24-34,0,0,0,3.96,4.64,0
 36-46,0,0,0,0,6.26,0
 48-58,0,0,0,2.08,4.43,0
 60-70,0,0,0,2.52,0,0
 72-82,0,0,0,6.69,2,0
 96-106,0,0,0.71,3.59,4.04,0
108-118,0,0.48,0,12.81,1.33,0
120,0,0,0,0,4.98,2.02
