stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,52.57,471.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.57,0,0,0,0,0,0,0,0,0,0
  5-6,6.31,133.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,0,0,0,0,0,0,68.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65.22,0,0,0,23.54,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,26.64,0,7.78,0,0,299.56,0,0,0,0,0,4.02,0,0,0,0,0,0,0,0,0,0,0,593.54,0,0,0,50.81,0,0,0,12.36,0,0,3.51,0,0,0,0,0
 14-21,0,0,1.38,0,74.55,8.84,10.3,0,0,0,95.2,0,0,0,0,0,0,0,0,0,21.61,1.76,0,28.7,844.43,7.27,0,0,0,0,0,2.31,0,7.12,3.98,546.61,0,0,0,0,0
 24-34,0,0,0,0.61,45.63,4.35,36.26,0,4.05,0,173.54,0,0,1.24,2.26,0,0,0,3.43,2.19,42.23,0,0,22.57,3647.5,0,0,2.64,0,0,5.12,0,0.66,12.92,5.72,1303.7,0,0,5.05,0,3.57
 36-46,0,0,0,0,11.03,0.76,37.4,0,1.32,0,393.82,0,0,0.84,0.57,0.77,2.31,0.8,0,0,53.84,0,8.44,7.13,3994.43,0.71,1.21,3.07,0,0,1.34,0,0,0.71,0,1817.55,0,0,6.93,0,12.16
 48-58,0.78,0,0,0,11.44,0,139.46,0,0,0,1155.99,0,0,0.48,2.32,0,0,0.41,0.41,1.55,48.41,0,0.56,10.21,2522.14,6.97,2.05,0,0,0,3.56,0,0,0,0,1505.27,0,0,0,0,5.32
 60-70,0,0,0,0,4.4,0.68,87.97,0,3.22,0,1799.93,0,0,0.58,0.64,0.95,0,0,0,0,43.62,0,0,1.76,1193.2,1,0,3.54,0,3.37,0,0,0,0,0,740.5,2.18,0,0.92,0,4.91
 72-82,0,0,0,0,11.53,6.86,107.37,0,0,0.93,1428.65,0,0,0,2.21,0,0,0.79,0,0,31.9,0,2.91,0.51,1026.38,0,0,9.68,0,0.84,2.21,0,0,0,0,204.87,3.85,0.78,6.78,0,12.51
 84-94,0,0,0,0,8.89,0,195.67,0,0,0,1294.2,0.72,0,2.41,0,1.59,10.71,0,0,0,40.89,1.51,0,5.81,693.81,1.81,2.81,14.29,0,0,0.98,0,0,0,0,341.63,0,0,0,1.5,0
 96-106,0,0,0,0,13.35,2.96,92.88,0.81,0,0,1023.15,0.6,0,0,0,0.56,0,1.65,0,0,14.61,0,0,4.33,485.44,0,0.98,13.42,0,0,2.11,0,0,0.62,0,58.27,0,2.92,0,1.53,0
108-118,0,0,0,0,6.37,8.56,40.45,0,0,0,771.8,0,0,0,1.38,0.48,2.09,0.63,0,0,19.89,0,1.03,0.88,486.78,0,4.26,29.64,0,1.89,0,0,0,0.57,0,27.15,0,0,0,0,0
120,0,0,0,0,1.96,0,118.64,0,0,0,1246.32,0,0,0,0,0,0,0,0,0,30.16,0,0,0,629.18,0,1.29,26.98,0,0,0,0,0,1.6,0,73.45,0,3.52,0,0,0
