stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,0,29.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,0,53.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,26.39,14.87,0,0,0,0,8.23,0,0,0,0,0,13.97,0,0,0,0,0,0,0,0,0,0,0,190.53,0,0,0,15.65,0,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,41.42,0,30.1,0,0,37.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2464.97,26.88,0,0,313.09,0,0,0,0,6.06,0,7.28,35.98,0,0,0,0,0
 14-21,0,0,1.23,1.07,104.66,5.66,14.33,0,30.69,0,61.92,7.45,2.04,2.49,1.27,0,0,0,0,3.43,42.04,1.28,0,26.88,1312.9,14.46,4.66,83.16,37.32,0,0.85,0,9.29,3.1,1.45,16.2,1921.99,0,0,9.09,0,0
 24-34,0,0,0.71,0,70.32,2.68,108.87,0,107.01,7.97,129.05,2.53,0,5.55,0,0.73,1.45,1.24,0,2.96,109.87,0,0,55.97,2701.84,17.26,62.62,15.42,0,0,5.04,0,0,0,1.16,13.39,1730.82,0,0,57.4,0,16.29
 36-46,0,0,1.89,0,62.58,0,225.84,0,59.62,26.12,156.11,0,0,0,0,0,0.59,0,0,0,194.18,0,0,50.78,2544.8,5.87,39.46,15.53,0,0,1.63,1.56,0,0,1.05,0,1323,0,3.64,27.52,0.78,39.85
 48-58,0,0,1.64,0,21.91,0.69,800.43,0,48.89,21.27,339.35,0.75,0,4.46,0,0,0.89,0.66,0,5.72,346.13,0.41,2.95,36.38,2551.85,2.72,25.2,21.39,0,0,2.64,0,0,0,0,0,1125.02,0,1.42,27.87,0.48,45.96
 60-70,0,0,3.18,0,28.93,0,1382.64,0,15.22,32.44,440.53,4.11,0.98,13.33,0.6,3.86,0.89,0,0.72,0,583.39,0,14.46,37.81,2764.38,0.69,22.67,15.14,0,8.37,6.57,0,0,4.95,1.01,0,419.56,0,3.93,17.58,0,45.71
 72-82,0,0,2.52,0,45.94,1.88,1591.56,1.5,7.54,56.24,596.4,0,0,22.07,1.88,5.44,19.72,0,5.37,0,803.19,0,28.2,46.92,2291.42,0.52,29.98,51.55,0,19.93,3.56,0,0,3.89,1.5,0,185.33,8.67,14.8,26.82,11.18,23.79
 84-94,0,0,10.01,0.57,52.34,0,1217.65,0,20.13,26.05,451.9,8.41,0,2.5,3.48,15.35,8.3,0.73,0.82,11.88,842.17,0,23.51,54.57,1575.05,0.85,19.55,40.64,0,20.99,5.23,0,0,0,0,0,147,18.72,11.95,15.63,5.8,31.79
 96-106,2.68,0,5.86,0.59,75.04,14.38,1344.35,4.5,12.05,27,667.1,4.28,0,16.29,4.01,18.1,15.75,1.79,1.69,0,706.75,6.4,11.48,32.84,1181.09,1.37,52.49,62.76,0,36.59,14.08,0,0,5.24,1.64,0,111.97,29.41,19.16,51.52,14.82,22.74
108-118,0,0,9,0,84.32,8.76,1278.84,0.62,11.56,39.64,654.35,9.65,0,2.77,4.79,28.28,49.49,2.33,4.83,0,604.52,0.87,26.52,24.08,1574.61,5.06,45.83,75.49,0,48.59,3.21,0,0,2.11,0.5,0,76.76,38.74,22.23,38.89,11.78,35.28
120,0,0,33.79,0,57.85,11.44,978.4,0,14.83,17.35,685.25,6.62,0,3.83,4.98,15.9,13.1,25.28,1.42,0,641.78,1.56,4.21,14.22,2039.41,9.8,17.34,87.42,0,45.87,12.83,0,0,0,0,0,92.97,32.58,24.81,29.79,12.51,2.34
