stage,epidermis,eye,fin_mesenchyme,immune,mesenchyme,neural,periderm,spinal_cord
 14-21,0,0.85,0,0,0,0,1.15,0
 24-34,0,0,0,0,0.59,0,0,0
 36-46,0,0.66,0,0,0,1.55,0.95,0
 48-58,0,0.45,0,0,0,2.42,0,0
 60-70,0,0,0,0,0.59,3.84,0,0
 72-82,0,0,0,0,0.5,2.43,0,0
 84-94,1.09,2.89,0,0,0,2.97,0,0
108-118,0,2.39,1.17,0,0,1.56,0,0
120,0,0,0,4.72,0,6.94,0,13.85
