stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,0,61.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,0,20.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.69,0,0,0,54.65,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,12.43,0,25.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,425.63,20.11,0,0,817.3,0,0,3.96,52.83,0,6.05,0,0,0,0,0,0
 14-21,0,2.41,2.21,154.81,3927.72,467.33,96.63,0,79.78,0,71.78,65.99,2.65,11.2,0,4.09,0,8.1,47.52,20.77,1072.21,18.8,0,1494.75,2825.15,92.81,73.67,128.99,571.24,0,830.15,4859.48,836.66,520.87,5266.6,4315.63,0,0,156.19,0,0
 24-34,0.88,0,6.16,80.96,1906.2,88.87,63.82,15.86,412.07,51.91,100.36,36.04,1.15,64.5,0,35.49,1.57,47.05,21.29,3.87,1917.07,11.05,1.52,1033.29,1337.35,30.3,11,68.24,10.77,1.14,991.23,68.06,652.37,115.98,1715.73,1097.03,0,0,1190.75,0,12.26
 36-46,8.46,0,1.1,4.48,508.38,4.14,37.54,32.95,221.16,139.52,40.94,19.68,0,69.06,0,15.91,0,47.97,40.56,2.11,1477.85,5.12,21.6,617.47,684.83,1.95,6.52,8.78,0,2.87,529.82,0,528.12,38.02,23.9,302.34,0,1.69,645.58,0,2.12
 48-58,0,0,0,0.4,113.75,0,77.17,5.47,81.25,130.32,38.19,4.89,0,25.3,0,15.87,0,17.75,1.18,0.88,1021.47,1.55,15.99,273.41,482.99,6.44,0.52,3.36,3.66,4.76,157.58,3.76,222.11,6.6,0,108.22,0,0,480.9,0,8.99
 60-70,0,0,0,0,67.92,31.31,61.49,2.27,29.57,179.95,11.54,5.57,0,11.68,0.65,2.92,1.16,8.42,2.58,0.93,688.96,1.7,6.03,118.45,308.01,0,1.12,0.99,0,2.28,82.47,1.38,210.82,28.99,0,36.95,0,3.01,192.77,0,0
 72-82,0,0,0.75,0,17.39,0,85.48,0,29.93,106.33,19.18,8.16,0,0.86,6.17,4.97,0,3.11,0,0,474.37,0,9.86,108.36,174.52,0,2.3,1.14,1.13,0,16.86,0,118.68,9.31,0,10.92,0,3.99,293.76,0.86,0
 84-94,0,0,0,0,12.4,0.67,54.27,0,17.16,98.99,16.75,11.71,0,4.39,3.28,9.83,0,1.57,4.86,0,292.34,0.86,4.04,62.4,121.03,0,0.95,2.77,0,1.66,37.76,0,117.08,9.57,0,11.68,3.4,0.63,117.61,0,0
 96-106,0,0,0,0.86,5.65,0,39.05,1.45,4.37,36.22,7.21,5.85,0,0,1.42,6.97,0.95,6.54,0.67,0,117.72,0,7.04,48.68,93.86,0,0.56,0,0,0,21.54,0,147.84,2.78,0,0,0,3.85,173.06,0,0
108-118,0,0,0,0,15.12,2.53,46.66,4.52,10.43,46.82,15.86,59.25,0,0,1.62,4.85,0,0,1.09,2.57,216.58,1.97,0,37.62,82.61,0,1.05,2.1,0,0,22.81,0,163.4,1.99,0,6.51,0,0,62.49,1.26,0
120,0,0,0,4.52,25.77,1.8,36.74,0,13.82,107.22,30.1,167.06,0,0,0,4.92,0,0,30.73,0,146.17,0,0,33.23,173.87,0,3.29,0,0,0,5.09,1.12,158.87,3.03,0,0,0,0,118.27,0,0
