stage,axial,blastomeres,erythrocytes,eye,glial,hatching_gland,neural,notochord,otic,paraxial_mesoderm,periderm,pronephros,somites
  3-4,11.28,19.54,0,0,0,0,0,0,0,0,9.9,0,0
  5-6,0,120.73,0,0,0,0,0,0,0,0,0,0,0
  7-9,0,19.54,0,9.07,0,3.6,86.9,9.54,0,28.94,0,0,0
 10-12,4.89,6.62,0,15.6,0,0,80.26,0,0,18.23,0,4.46,6.54
 24-34,0,0,0,0,0,0,1.58,0,0,0,0,0,0
 48-58,0,0,3.01,0.49,0,0,0,0,0,0,0,0,0
 60-70,0,0,0,1.16,0,0,0,0,0,0,0,0,0
 72-82,0,0,0,0,0.92,0,0,0,2,0,0,0,0
120,0,0,0,0,0,0,7.43,0,0,0,0,0,0
