stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,11.1,25.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,10.19,14.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,18.75,7.31,0,10.39,0,0,0,14.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68.56,0,0,0,35.6,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,6.23,0,14.04,0,9.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,269.1,23.85,0,0,124.25,0,0,0,0,8.84,0,0,0,0,0,0,0
 14-21,0,0,3.59,0.96,11.51,4.55,0,7.78,0,0,0,1.17,0,0,0,0,0,0,0,0,0,2.6,0,0,3.37,363.72,0,5.57,0,0,0,11.13,1.12,3.77,0,0,198.99,0,0,0,0,0
 24-34,0,0,3.76,0,7.59,0,0,31.95,0,0,1.23,2.37,0,0,3.74,0,0,1.57,0,10.67,2.65,10.41,0.91,0,1.52,1861.1,0.62,25.48,1.99,0,0,3.96,0,0,0,1.56,542.45,0,0,5.07,0,7.11
 36-46,0,0,0.94,0,0.62,0,0,326.4,0,0,0.63,77.74,0.56,0,1.62,0,0,3.61,0,1.72,3.64,18.91,0,1.44,11.66,4558.65,0,27,1.31,0,0,2.78,0,0,1.81,0,987.02,0,0,0,0,3.23
 48-58,0,0,0.54,0,7.58,0,0,1039,0,0.39,2.44,206.9,0,0.37,0,1.09,0,0.47,0.88,1.92,7.54,38.28,1.28,0.37,6.76,5470.71,0,19.45,3.17,0,0,15.57,0,0.92,0,0,1035.71,0,0.37,0.98,0,16.26
 60-70,0,0,2.59,0,2.88,3.02,0,2458.02,0,3.63,8.96,197.41,4.67,0,0,0.81,0,5.27,0,0,3.51,38.41,5.8,4.08,10.54,7239.93,6.93,22.79,0,0,0,13.01,0,0,3.46,0,1103.71,0,5.16,0,0,36.44
 72-82,0,0,0,0,29.04,12.17,0,2687.99,8.06,3.4,9.9,215.24,5.31,0,0,5.17,0,2.34,0,2.72,14.18,127.64,0,8.69,10.01,5768.31,0,22.29,3.77,0,2.41,3.6,0,0,1.24,0,634.34,0.82,0.5,11.31,1.96,51.71
 84-94,0,0,0.56,0,19.76,8.74,0,2044.36,0,0,0,176.5,3.76,0.91,5.6,4.07,0,7,1.33,0,8.94,66.94,0.57,9.48,4.5,3872.88,0,15.24,3.98,0,0,16.98,0,0,0,0,434.59,7.31,1.24,7.53,0,17.08
 96-106,0,0,3.6,0,18.36,14.9,8.48,1652.4,0.73,2.53,0.76,228.6,4.66,0,0,10.43,0,11.4,0.9,24.88,9.64,90.77,1.38,3.41,2.59,3239.31,0.57,39.45,7.36,0,1.61,9.02,2.06,0,0.69,0,219.52,3.35,0,3.98,3.33,15.89
108-118,0,0,1.9,0,36.5,5.85,3.46,1570.04,0,4.74,1.15,212.59,1.29,0,0,2.12,0,11.15,0.96,3.39,0.77,49.15,0,5.07,0.67,4743.92,0.54,23.37,3.12,0,0,1.99,0,0,0.53,0,209.34,3.85,0.54,3.36,2.87,7.74
120,0,0,0,0,64.18,24.1,2.02,1352.49,0,2.25,19.12,300.28,1.21,0,2.09,4.72,2.78,0,2.19,0,0,82.66,0,5.11,8.96,5501.13,3.99,9.68,3.1,0,0,6.88,0,0,3.15,0,200.29,0,0,8.92,0,3.58
