stage,epidermis,erythrocytes,eye,fast_muscle,fin_epithelia,glial,heart,immune,liver,mesenchyme,muscle,neural,otic,periderm,slow_muscle,spinal_cord,xanthophores
 14-21,0,0,0,0,0,0,0,0,0,0,0,3.08,0,0,0,0,0
 24-34,0,2.2,0.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 48-58,0,0,5.43,1.67,0,0.74,0,0,0,0,0,3.97,0,0,1.59,0,0
 60-70,0,0,3.16,3.85,0,0,0,0,0,0,0,0,0,0,1.57,0,2.81
 72-82,2.89,6.12,1.45,1.5,0,0,0,5.79,0,3.14,0,7.79,0,0.9,2.68,0,0
 84-94,0,0,22.99,6.61,0,0,0.63,0,0,7.21,0,17.28,0.64,0.6,25.73,2.77,9.54
 96-106,0,0,15.89,4.13,0,1.83,0,0,6.64,11.68,1.12,7.45,0,0,7.64,0,0
108-118,2.87,4.33,19.16,6.96,0.69,0.69,0,0.87,0,6.31,3.57,7.03,4.72,0,9.36,2.54,0
120,0,0,0,20.52,3.44,0,0,3.6,0,12.64,1.15,31.29,0,1.37,4.06,0,0
