stage,axial,blastomeres,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  5-6,6.08,155.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.38,0,0,0,0,0,0,0,0,0,0,0
  7-9,0,0,0,0,0,0,7.32,0,0,0,0,0,15.46,0,0,0,0,0,0,0,0,0,0,0,74.63,0,0,0,39.22,0,0,7.71,0,0,0,0,0,0,0,0,0,0
 10-12,0,15.13,59.28,0,0,0,56.66,0,0,0,0,0,38.52,0,0,0,0,0,0,0,0,0,0,0,1196.69,40.24,0,0,852.23,0,13.35,0,12.56,23.21,0,130.77,0,0,0,0,0,0
 14-21,0,0,0,181.45,12.77,0,205.25,0,0,0,0,9.1,3,19.92,0,0.9,0,1.68,0,0,83.1,1.19,0,193.36,297.55,729.41,1.13,0,2.35,0,15.51,0,254.09,3.55,477.93,3038.98,31.25,0,0,1.09,0,2.81
 24-34,0,0,1.22,48.31,1.65,0,57.81,3.61,0,3.53,0,15.49,0,54.61,0,2.06,13.64,1.55,0,2.15,129.19,14.65,0.82,92.3,221.36,43.48,8.84,3.94,1,0,57.85,0,4.92,0.6,108.54,422.55,17.55,0,0,2.2,0,8.77
 36-46,0,0,0.72,45.64,0,0,25.62,49.59,0,11.77,16.39,3.89,0,29.74,0,3.61,13.2,6.14,0,0,156.55,5.13,3.71,171.79,184.45,1.85,14.98,1.58,0,0,129.57,0,0,2.65,69.5,4.98,20.23,0,0,0.65,0,10.13
 48-58,0,0,0.43,31.58,0.47,0,43.94,66.79,0,7.62,43.78,1.95,0,15.89,3.44,0,33.6,10.83,1.44,0,132.17,6.73,3.93,299.44,204.3,0.63,11.41,4.3,0,4.54,63.12,0,0,0,34.47,2.21,41.32,0,0,0.4,0,38.3
 60-70,0,0,0,16.74,0,0,50.11,104.6,4.35,25.74,50.93,5.89,1.34,15.44,0,3.22,80.43,18.02,0,1.05,148.69,1.1,0,194.65,121.09,0,13.12,6.48,0,1.9,115.85,0,0,2.34,27.95,0,14.04,0,0.98,6.59,1.44,44.28
 72-82,0,0,0,34.88,16.68,0,68.23,103.28,5.55,3.89,84.53,1.95,1.61,5.99,1.38,3.73,59.36,45.5,0,0.57,198.65,4.78,3.47,164.26,137.39,1.09,11.93,7.42,0,0,91.1,0,4.38,2.11,12.41,0,6.58,1.42,0.85,3.58,10.84,29.79
 84-94,0,0,1,28.27,4.64,0,78.4,124.95,1.54,10.99,80.13,2.3,2.15,6.82,0.75,11.33,88.7,56.43,0.83,5.62,190.02,10.65,6.79,119.05,138.39,0,9.93,10.35,0,5.66,243.32,0,0,0,13.29,0,17.51,0.66,0,6.69,15.26,24.29
 96-106,0,0,0,28.48,38.85,0,79.48,152.83,0.69,9.43,63.63,3.67,0,1.59,1.41,9.88,124.47,76.96,1.6,11.69,175.33,8.81,0.78,97.36,133.3,0,13.13,11.56,0,2.01,264.35,0,0,0.82,15.9,0,6.22,0,1.16,12.34,9.91,16.42
108-118,0,0,1.73,37.14,2.21,5.79,79.15,135.54,1.03,10.75,76.33,3.15,0,2.6,2.58,7.33,156.8,61.91,5.04,7.22,191.33,5.37,0.51,84.34,99.29,0,14.39,10.98,0,0,153.77,0,0,3.13,11.34,0,4.76,2.34,1.37,5.61,6.02,22.77
120,0,0,0,74.03,4.59,0,80.36,171.51,25.64,0,81.23,3.84,0,10.17,0,9.92,125.95,39.85,0,0,196.73,10.41,3.2,117.02,128.83,5.23,8.43,2.94,0,7.49,189.29,0,1.12,13.95,10.7,0,0,1.19,1.56,0,1.05,23.69
