stage,blastomeres,epidermis,heart,liver,neural,somites,vasculature
  3-4,42.57,0,0,0,0,0,0
  7-9,0,0,0,0,14.12,0,0
 10-12,0,0,0,0,7.86,0,0
 14-21,0,0,0,0,0,0.9,0
 24-34,0,0,0,0,0.82,0,0
 36-46,0,0,1.26,0,0,0,0
 48-58,0,0,4.7,0,0,0,0.61
 84-94,0,0.78,1.02,0,0,0,0
 96-106,0,0.68,2.49,0,0,0,0
108-118,0,2.85,2.14,0,0,0,0
120,0,0,3.15,2.26,0,0,0
