stage,eye,hatching_gland,mesenchyme,neural,notochord,olfactory,paraxial_mesoderm,spinal_cord,vasculature
  5-6,0,0,0,16.74,0,0,0,0,0
  7-9,4.16,4.66,0,0,0,0,4.98,0,0
 10-12,0,0,0,11.78,0,0,0,0,0
 14-21,0,0,0,0,0,0,0,1.06,0
 24-34,0,0,0,2.37,0,0,0,0,0
 36-46,1.99,0,0.56,3.32,0,0,0,0.94,0
 48-58,1.56,0,0,5.76,0,0,0,0,0
 60-70,2.81,0,0,0.95,0,0,0,0,0
 72-82,3.61,0,0,0.86,0,0,0,0,0
 96-106,0,0,0,0.94,0,3.25,0,0,0.92
108-118,0,0,0,1.61,0,0,0,0,0
120,1.83,0,0,0,5.14,0,0,0,0
