stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,12.39,717.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.5,0,0,0,0,0,0,0,0,0,0
  5-6,0,345.88,0,0,0,0,0,0,0,0,0,0,0,10.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.14,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,0,0,0,13.78,0,0,0,30.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91.99,6.67,0,0,34.97,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,4.6,0,10.65,0,0,0,15.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109.14,0,0,0,35,0,0,0,0,0,5.88,0,0,0,0,0,0
 14-21,0,0,0,1.66,46.7,2.5,0,21.56,0,0,0,8.95,4.55,0,0,0,0,0,0,0,2.83,23.77,0,0,14.37,319.78,9.47,2.72,6.09,7.29,0,0,30.63,2.75,0.99,35.98,95.83,0,0,0,0,1.92
 24-34,0,0,0,2.05,15.28,0,0,50.79,0,0,0,5.41,2.8,0,0,6.6,1.3,0,3.9,0,7.46,36.63,0,1.58,20.19,538.91,3.33,1.56,3.74,0,0,8.96,0.93,2.32,0,4.9,101.94,0,0,2.64,0,4.32
 36-46,0,0,0,0,5.52,0,0,85.19,0,0,1.25,34.95,0,0,0,0,0,0,0,0,0,56.62,0,1.44,7.65,530.59,2.19,1.9,5.57,0,0,12.22,0,1.36,6.12,0.56,107.86,0,0,6.68,0,6.03
 48-58,0,0,0,0,12.94,0,0,122.69,0,0,1.07,45.74,0,0.37,0.85,0.57,0,0.89,2.1,0,2.03,53.31,0,2.13,12.2,401.38,0,0.5,0.46,0,0,21.24,0,0.74,1.17,0,72.25,0,0,9.93,0,3.34
 60-70,0,0,0,0,12.37,0.6,0,141.31,3.7,2.22,1.46,47.01,5.39,0,1.7,0,0,0,1.13,0,0,67.89,1.1,0.85,4.66,295.78,1.57,1.29,1.61,0,3.62,7.02,0,0,0,0,53.54,0,0,0.85,0,0
 72-82,0,0,0,0,10.28,0.99,0,140.71,0,0,6.18,37.48,2.26,0,3.63,2.95,0.52,0,2.75,1.4,1.81,81.69,0,1.88,10.11,300.43,0.73,3.15,1.87,0,1.79,5.85,0,1.03,0,0,41.43,0,1.1,13.65,1.07,4.65
 84-94,0,0,2.56,0,5.89,0,0,89.44,0,0,3.81,16.65,0.66,0,5.71,0.61,0,0.61,2.18,0,3.09,41,3.03,3.55,16.82,111.45,3.47,0,2.75,0,0,6.66,0,0,0,0,14.61,0,3.5,10.22,0.63,0
 96-106,0,0,0,0,4.09,0,0.8,45.67,0,0.84,6.62,29.49,1.19,0,0.66,2.62,4.79,5.53,1.57,0.68,0,48.17,0,0,14.04,120.71,2.54,0,1.8,0,0.99,11.39,0,1,0,0,9.63,0.99,3.27,4.8,1.26,0
108-118,0,0,3.62,0,10.08,1.03,0,42.89,0,0.78,1.68,34.21,2.17,0,0,0.65,3.51,1.38,0,0,0,40.32,0,0,4.21,169.45,1.09,0.8,6.15,0,0,5.57,0,0,0,0,5.52,1.12,0,1.21,1.57,0
120,0,0,0,0,4.79,0,0,38.61,0,3.01,0,18.29,1.93,0,0,0,0,0,0,0,0,26.51,0,0,10.79,213.3,0,0,5.08,0,11.51,12.06,0,0,0,0,0,1.63,7.86,5.76,9,1.1
